idx,Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
1819,40,40,1000,100,40,40,400,8.326890353,53.2,111.6,5000,1855.175786
1820,10,10,1300,100,40,40,400,8.222257149,28.5,111.6,8450,485.724017
1821,10,40,1300,100,40,40,400,8.222257149,49.8,111.6,8450,1942.896068
1822,40,10,1300,100,40,40,400,8.222257149,92.7,111.6,8450,485.724017
1823,40,40,1300,100,40,40,400,8.222257149,114,111.6,8450,1942.896068
1824,10,10,400,100,70,10,400,9.438522784,9.9,109.44,800,254.7574889
1825,10,40,400,100,70,10,400,9.438522784,17.7,109.44,800,1019.029956
1826,40,10,400,100,70,10,400,9.438522784,31.8,109.44,800,254.7574889
1827,40,40,400,100,70,10,400,9.438522784,39.6,109.44,800,1019.029956
1828,10,10,700,100,70,10,400,11.10958957,10.6,109.44,2450,374.5194773
1829,10,40,700,100,70,10,400,11.10958957,19.9,109.44,2450,1498.077909
1830,40,10,700,100,70,10,400,11.10958957,33.1,109.44,2450,374.5194773
1831,40,40,700,100,70,10,400,11.10958957,42.4,109.44,2450,1498.077909
1832,10,10,1000,100,70,10,400,9.51534436,12.6,109.44,5000,458.8253842
1833,10,40,1000,100,70,10,400,9.51534436,23.7,109.44,5000,1835.301537
1834,40,10,1000,100,70,10,400,9.51534436,39.3,109.44,5000,458.8253842
1835,40,40,1000,100,70,10,400,9.51534436,50.4,109.44,5000,1835.301537
1836,10,10,1300,100,70,10,400,8.865424114,26.2,109.44,8450,480.2818584
1837,10,40,1300,100,70,10,400,8.865424114,48.1,109.44,8450,1921.127434
1838,40,10,1300,100,70,10,400,8.865424114,82.9,109.44,8450,480.2818584
1839,40,40,1300,100,70,10,400,8.865424114,104.8,109.44,8450,1921.127434
1840,10,10,500,20,20,20,300,17.65205468,6.802720129,60.12,1250,252.3244031
1841,10,40,500,20,20,20,300,17.65205468,19.00408891,60.12,1250,1009.297613
1842,40,10,500,20,20,20,300,17.65205468,16.43832794,60.12,1250,1009.297613
1843,40,40,500,20,20,20,300,17.65205468,27.21088052,60.12,1250,4037.19045
1844,10,10,600,20,20,20,300,17.48569531,6.863209483,60.12,1800,283.5564562
1845,10,40,600,20,20,20,300,17.48569531,19.1681289,60.12,1800,1134.225825
1846,40,10,600,20,20,20,300,17.48569531,16.11169052,60.12,1800,1134.225825
1847,40,40,600,20,20,20,300,17.48569531,27.45283793,60.12,1800,4536.9033
1848,10,10,700,20,20,20,300,17.16976236,7.051473574,60.12,2450,302.2977431
1849,10,40,700,20,20,20,300,17.16976236,19.63363795,60.12,2450,1209.190972
1850,40,10,700,20,20,20,300,17.16976236,16.7415433,60.12,2450,1209.190972
1851,40,40,700,20,20,20,300,17.16976236,28.2058943,60.12,2450,4836.76389
1852,10,10,500,20,20,40,300,16.99564052,6.451305915,64.44,1250,261.3016897
1853,10,40,500,20,20,40,300,16.99564052,16.00223042,64.44,1250,1045.206759
1854,40,10,500,20,20,40,300,16.99564052,16.25429915,64.44,1250,1045.206759
1855,40,40,500,20,20,40,300,16.99564052,25.80522366,64.44,1250,4180.827035
1856,10,10,600,20,20,40,300,17.7638302,6.544930661,64.44,1800,300.725117
1857,10,40,600,20,20,40,300,17.7638302,16.24880907,64.44,1800,1202.900468
1858,40,10,600,20,20,40,300,17.7638302,16.47584424,64.44,1800,1202.900468
1859,40,40,600,20,20,40,300,17.7638302,26.17972264,64.44,1800,4811.601872
1860,10,10,700,20,20,40,300,17.14381885,6.885902463,64.44,2450,323.7629331
1861,10,40,700,20,20,40,300,17.14381885,17.48118378,64.44,2450,1295.051733
1862,40,10,700,20,20,40,300,17.14381885,16.94832853,64.44,2450,1295.051733
1863,40,40,700,20,20,40,300,17.14381885,27.54360985,64.44,2450,5180.20693
1864,10,10,500,20,40,20,300,16.83231138,6.492884958,63,1250,256.2524405
1865,10,40,500,20,40,20,300,16.83231138,16.45860957,63,1250,1025.009762
1866,40,10,500,20,40,20,300,16.83231138,16.00581522,63,1250,1025.009762
1867,40,40,500,20,40,20,300,16.83231138,25.97153983,63,1250,4100.039048
1868,10,10,600,20,40,20,300,17.27202876,6.630710061,63,1800,294.5047328
1869,10,40,600,20,40,20,300,17.27202876,17.05146178,63,1800,1178.018931
1870,40,10,600,20,40,20,300,17.27202876,16.10208852,63,1800,1178.018931
1871,40,40,600,20,40,20,300,17.27202876,26.52284024,63,1800,4712.075725
1872,10,10,700,20,40,20,300,16.79639141,6.776332011,63,2450,316.3506335
1873,10,40,700,20,40,20,300,16.79639141,17.3419661,63,2450,1265.402534
1874,40,10,700,20,40,20,300,16.79639141,16.53969396,63,2450,1265.402534
1875,40,40,700,20,40,20,300,16.79639141,27.10532804,63,2450,5061.610135
1876,10,10,500,40,20,20,300,16.42458471,6.532914445,64.44,1250,258.5025682
1877,10,40,500,40,20,20,300,16.42458471,16.31769258,64.44,1250,1034.010273
1878,40,10,500,40,20,20,300,16.42458471,16.34687965,64.44,1250,1034.010273
1879,40,40,500,40,20,20,300,16.42458471,26.13165778,64.44,1250,4136.041091
1880,10,10,600,40,20,20,300,17.12134598,6.497657358,64.44,1800,303.3796582
1881,10,40,600,40,20,20,300,17.12134598,16.33174178,64.44,1800,1213.518633
1882,40,10,600,40,20,20,300,17.12134598,16.15654501,64.44,1800,1213.518633
1883,40,40,600,40,20,20,300,17.12134598,25.99062943,64.44,1800,4854.074531
1884,10,10,700,40,20,20,300,16.86190607,6.744696994,64.44,2450,326.7220942
1885,10,40,700,40,20,20,300,16.86190607,16.74055514,64.44,2450,1306.888377
1886,40,10,700,40,20,20,300,16.86190607,16.98292983,64.44,2450,1306.888377
1887,40,40,700,40,20,20,300,16.86190607,26.97878798,64.44,2450,5227.553507
1888,10,10,500,20,20,60,300,15.68840338,6.733540915,68.76,1250,254.3709402
1889,10,40,500,20,20,60,300,15.68840338,16.03361046,68.76,1250,1017.483761
1890,40,10,500,20,20,60,300,15.68840338,17.63409412,68.76,1250,1017.483761
1891,40,40,500,20,20,60,300,15.68840338,26.93416366,68.76,1250,4069.935043
1892,10,10,600,20,20,60,300,16.67596917,6.965379427,68.76,1800,312.3773364
1893,10,40,600,20,20,60,300,16.67596917,16.67918963,68.76,1800,1249.509346
1894,40,10,600,20,20,60,300,16.67596917,18.14770751,68.76,1800,1249.509346
1895,40,40,600,20,20,60,300,16.67596917,27.86151771,68.76,1800,4998.037383
1896,10,10,700,20,20,60,300,16.26663419,7.11793868,68.76,2450,340.2429665
1897,10,40,700,20,20,60,300,16.26663419,16.9717852,68.76,2450,1360.971866
1898,40,10,700,20,20,60,300,16.26663419,18.61790821,68.76,2450,1360.971866
1899,40,40,700,20,20,60,300,16.26663419,28.47175472,68.76,2450,5443.887464
1900,10,10,500,20,40,40,300,15.81458546,6.643315619,67.32,1250,252.5173095
1901,10,40,500,20,40,40,300,15.81458546,15.96248828,67.32,1250,1010.069238
1902,40,10,500,20,40,40,300,15.81458546,17.25408981,67.32,1250,1010.069238
1903,40,40,500,20,40,40,300,15.81458546,26.57326248,67.32,1250,4040.276952
1904,10,10,600,20,40,40,300,16.64039241,6.78961669,67.32,1800,306.9969611
1905,10,40,600,20,40,40,300,16.64039241,16.6588466,67.32,1800,1227.987844
1906,40,10,600,20,40,40,300,16.64039241,17.28923685,67.32,1800,1227.987844
1907,40,40,600,20,40,40,300,16.64039241,27.15846676,67.32,1800,4911.951377
1908,10,10,700,20,40,40,300,16.20960764,7.202874272,67.32,2450,335.1618888
1909,10,40,700,20,40,40,300,16.20960764,17.57136595,67.32,2450,1340.647555
1910,40,10,700,20,40,40,300,16.20960764,18.44300541,67.32,2450,1340.647555
1911,40,40,700,20,40,40,300,16.20960764,28.81149709,67.32,2450,5362.59022
1912,10,10,500,20,60,20,300,15.46449972,6.352657894,65.88,1250,247.8243797
1913,10,40,500,20,60,20,300,15.46449972,15.50324142,65.88,1250,991.2975189
1914,40,10,500,20,60,20,300,15.46449972,16.26004806,65.88,1250,991.2975189
1915,40,40,500,20,60,20,300,15.46449972,25.41063158,65.88,1250,3965.190076
1916,10,10,600,20,60,20,300,16.72398049,6.664356488,65.88,1800,299.5778552
1917,10,40,600,20,60,20,300,16.72398049,16.2612504,65.88,1800,1198.311421
1918,40,10,600,20,60,20,300,16.72398049,17.06053204,65.88,1800,1198.311421
1919,40,40,600,20,60,20,300,16.72398049,26.65742595,65.88,1800,4793.245683
1920,10,10,700,20,60,20,300,16.02636954,7.077714381,65.88,2450,327.1256945
1921,10,40,700,20,60,20,300,16.02636954,17.60330755,65.88,2450,1308.502778
1922,40,10,700,20,60,20,300,16.02636954,17.78526435,65.88,2450,1308.502778
1923,40,40,700,20,60,20,300,16.02636954,28.31085752,65.88,2450,5234.011112
1924,10,10,500,40,20,40,300,15.90202645,6.680144296,68.76,1250,261.5201029
1925,10,40,500,40,20,40,300,15.90202645,16.17057689,68.76,1250,1046.080412
1926,40,10,500,40,20,40,300,15.90202645,17.23014459,68.76,1250,1046.080412
1927,40,40,500,40,20,40,300,15.90202645,26.72057718,68.76,1250,4184.321647
1928,10,10,600,40,20,40,300,16.63801845,6.804667013,68.76,1800,314.7352738
1929,10,40,600,40,20,40,300,16.63801845,16.19076689,68.76,1800,1258.941095
1930,40,10,600,40,20,40,300,16.63801845,17.83256818,68.76,1800,1258.941095
1931,40,40,600,40,20,40,300,16.63801845,27.21866805,68.76,1800,5035.76438
1932,10,10,700,40,20,40,300,16.4353251,7.06929036,68.76,2450,343.6214341
1933,10,40,700,40,20,40,300,16.4353251,16.64485785,68.76,2450,1374.485736
1934,40,10,700,40,20,40,300,16.4353251,18.70159395,68.76,2450,1374.485736
1935,40,40,700,40,20,40,300,16.4353251,28.27716144,68.76,2450,5497.942945
1936,10,10,500,40,40,20,300,16.17848885,6.472398341,67.32,1250,257.6566032
1937,10,40,500,40,40,20,300,16.17848885,15.57555798,67.32,1250,1030.626413
1938,40,10,500,40,40,20,300,16.17848885,16.78643372,67.32,1250,1030.626413
1939,40,40,500,40,40,20,300,16.17848885,25.88959336,67.32,1250,4122.505651
1940,10,10,600,40,40,20,300,16.72786666,6.697549431,67.32,1800,307.9472889
1941,10,40,600,40,40,20,300,16.72786666,16.16225895,67.32,1800,1231.789155
1942,40,10,600,40,40,20,300,16.72786666,17.32548821,67.32,1800,1231.789155
1943,40,40,600,40,40,20,300,16.72786666,26.79019772,67.32,1800,4927.156622
1944,10,10,700,40,40,20,300,16.16896143,6.900346651,67.32,2450,336.2555642
1945,10,40,700,40,40,20,300,16.16896143,16.67575864,67.32,2450,1345.022257
1946,40,10,700,40,40,20,300,16.16896143,17.82597461,67.32,2450,1345.022257
1947,40,40,700,40,40,20,300,16.16896143,27.6013866,67.32,2450,5380.089028
1948,10,10,500,20,40,60,300,14.09730155,6.937090823,71.64,1250,246.3463171
1949,10,40,500,20,40,60,300,14.09730155,16.0368681,71.64,1250,985.3852684
1950,40,10,500,20,40,60,300,14.09730155,18.64858601,71.64,1250,985.3852684
1951,40,40,500,20,40,60,300,14.09730155,27.74836329,71.64,1250,3941.541074
1952,10,10,600,20,40,60,300,15.72142053,7.323308756,71.64,1800,310.3933201
1953,10,40,600,20,40,60,300,15.72142053,16.85730588,71.64,1800,1241.57328
1954,40,10,600,20,40,60,300,15.72142053,19.7592379,71.64,1800,1241.57328
1955,40,40,600,20,40,60,300,15.72142053,29.29323502,71.64,1800,4966.293121
1956,10,10,700,20,40,60,300,15.09645933,7.386069408,71.64,2450,346.2286697
1957,10,40,700,20,40,60,300,15.09645933,16.75155491,71.64,2450,1384.914679
1958,40,10,700,20,40,60,300,15.09645933,20.17879213,71.64,2450,1384.914679
1959,40,40,700,20,40,60,300,15.09645933,29.54427763,71.64,2450,5539.658715
1960,10,10,500,20,60,40,300,14.39830735,6.787040498,70.2,1250,243.9597381
1961,10,40,500,20,60,40,300,14.39830735,15.87197843,70.2,1250,975.8389523
1962,40,10,500,20,60,40,300,14.39830735,18.06322406,70.2,1250,975.8389523
1963,40,40,500,20,60,40,300,14.39830735,27.14816199,70.2,1250,3903.355809
1964,10,10,600,20,60,40,300,15.45891325,7.088443043,70.2,1800,305.3878956
1965,10,40,600,20,60,40,300,15.45891325,16.4044496,70.2,1800,1221.551582
1966,40,10,600,20,60,40,300,15.45891325,19.03776562,70.2,1800,1221.551582
1967,40,40,600,20,60,40,300,15.45891325,28.35377217,70.2,1800,4886.206329
1968,10,10,700,20,60,40,300,15.23002118,7.264170511,70.2,2450,339.2087848
1969,10,40,700,20,60,40,300,15.23002118,17.0259927,70.2,2450,1356.835139
1970,40,10,700,20,60,40,300,15.23002118,19.29485986,70.2,2450,1356.835139
1971,40,40,700,20,60,40,300,15.23002118,29.05668204,70.2,2450,5427.340557
1972,10,10,500,60,20,20,300,16.0119476,6.534892624,68.76,1250,265.8973148
1973,10,40,500,60,20,20,300,16.0119476,15.53940283,68.76,1250,1063.589259
1974,40,10,500,60,20,20,300,16.0119476,17.13506029,68.76,1250,1063.589259
1975,40,40,500,60,20,20,300,16.0119476,26.1395705,68.76,1250,4254.357036
1976,10,10,600,60,20,20,300,16.75613955,6.75714427,68.76,1800,313.1180402
1977,10,40,600,60,20,20,300,16.75613955,16.24705717,68.76,1800,1252.472161
1978,40,10,600,60,20,20,300,16.75613955,17.53866418,68.76,1800,1252.472161
1979,40,40,600,60,20,20,300,16.75613955,27.02857708,68.76,1800,5009.888643
1980,10,10,700,60,20,20,300,16.4389172,6.925707196,68.76,2450,343.6712101
1981,10,40,700,60,20,20,300,16.4389172,16.33823946,68.76,2450,1374.684841
1982,40,10,700,60,20,20,300,16.4389172,18.29029652,68.76,2450,1374.684841
1983,40,40,700,60,20,20,300,16.4389172,27.70282878,68.76,2450,5498.739362
1984,10,10,500,40,20,60,300,14.33096357,6.929139694,73.08,1250,254.4119196
1985,10,40,500,40,20,60,300,14.33096357,15.63121204,73.08,1250,1017.647678
1986,40,10,500,40,20,60,300,14.33096357,19.01448643,73.08,1250,1017.647678
1987,40,40,500,40,20,60,300,14.33096357,27.71655878,73.08,1250,4070.590713
1988,10,10,600,40,20,60,300,15.44498058,7.202491745,73.08,1800,315.3993563
1989,10,40,600,40,20,60,300,15.44498058,16.30638663,73.08,1800,1261.597425
1990,40,10,600,40,20,60,300,15.44498058,19.70607209,73.08,1800,1261.597425
1991,40,40,600,40,20,60,300,15.44498058,28.80996698,73.08,1800,5046.389701
1992,10,10,700,40,20,60,300,15.29943922,7.631629892,73.08,2450,353.0019922
1993,10,40,700,40,20,60,300,15.29943922,17.67097464,73.08,2450,1412.007969
1994,40,10,700,40,20,60,300,15.29943922,20.48717482,73.08,2450,1412.007969
1995,40,40,700,40,20,60,300,15.29943922,30.52651957,73.08,2450,5648.031875
1996,10,10,500,40,40,40,300,14.88516006,6.903595624,71.64,1250,253.7995408
1997,10,40,500,40,40,40,300,14.88516006,15.75252487,71.64,1250,1015.198163
1998,40,10,500,40,40,40,300,14.88516006,18.76545325,71.64,1250,1015.198163
1999,40,40,500,40,40,40,300,14.88516006,27.6143825,71.64,1250,4060.792653
2000,10,10,600,40,40,40,300,15.66462034,7.168384648,71.64,1800,311.5142709
2001,10,40,600,40,40,40,300,15.66462034,16.52499795,71.64,1800,1246.057084
2002,40,10,600,40,40,40,300,15.66462034,19.3169253,71.64,1800,1246.057084
2003,40,40,600,40,40,40,300,15.66462034,28.67353859,71.64,1800,4984.228334
2004,10,10,700,40,40,40,300,15.7858242,7.601774824,71.64,2450,346.9071764
2005,10,40,700,40,40,40,300,15.7858242,17.50781667,71.64,2450,1387.628705
2006,40,10,700,40,40,40,300,15.7858242,20.50105745,71.64,2450,1387.628705
2007,40,40,700,40,40,40,300,15.7858242,30.4070993,71.64,2450,5550.514822
2008,10,10,500,40,60,20,300,14.97857024,6.747189458,70.2,1250,249.4825612
2009,10,40,500,40,60,20,300,14.97857024,15.57772018,70.2,1250,997.9302449
2010,40,10,500,40,60,20,300,14.97857024,18.15822711,70.2,1250,997.9302449
2011,40,40,500,40,60,20,300,14.97857024,26.98875783,70.2,1250,3991.72098
2012,10,10,600,40,60,20,300,15.69908293,7.275776434,70.2,1800,304.2741086
2013,10,40,600,40,60,20,300,15.69908293,17.35414392,70.2,1800,1217.096435
2014,40,10,600,40,60,20,300,15.69908293,19.02473826,70.2,1800,1217.096435
2015,40,40,600,40,60,20,300,15.69908293,29.10310574,70.2,1800,4868.385738
2016,10,10,700,40,60,20,300,15.02470575,7.200818393,70.2,2450,341.0762699
2017,10,40,700,40,60,20,300,15.02470575,16.67768188,70.2,2450,1364.30508
2018,40,10,700,40,60,20,300,15.02470575,19.32641008,70.2,2450,1364.30508
2019,40,40,700,40,60,20,300,15.02470575,28.80327357,70.2,2450,5457.220318
2020,10,10,500,20,60,60,300,13.17657,7.227220588,74.52,1250,247.9725076
2021,10,40,500,20,60,60,300,13.17657,16.0704646,74.52,1250,991.8900306
2022,40,10,500,20,60,60,300,13.17657,20.06563834,74.52,1250,991.8900306
2023,40,40,500,20,60,60,300,13.17657,28.90888235,74.52,1250,3967.560122
2024,10,10,600,20,60,60,300,13.82001079,7.496957435,74.52,1800,293.9255467
2025,10,40,600,20,60,60,300,13.82001079,16.68187769,74.52,1800,1175.702187
2026,40,10,600,20,60,60,300,13.82001079,20.80290949,74.52,1800,1175.702187
2027,40,40,600,20,60,60,300,13.82001079,29.98782974,74.52,1800,4702.808747
2028,10,10,700,20,60,60,300,13.73099148,7.789473963,74.52,2450,345.9222855
2029,10,40,700,20,60,60,300,13.73099148,17.46416265,74.52,2450,1383.689142
2030,40,10,700,20,60,60,300,13.73099148,21.48320716,74.52,2450,1383.689142
2031,40,40,700,20,60,60,300,13.73099148,31.15789585,74.52,2450,5534.756567
2032,10,10,500,60,20,40,300,15.09891712,7.070744179,73.08,1250,266.8000302
2033,10,40,500,60,20,40,300,15.09891712,16.31101135,73.08,1250,1067.200121
2034,40,10,500,60,20,40,300,15.09891712,19.04270954,73.08,1250,1067.200121
2035,40,40,500,60,20,40,300,15.09891712,28.28297672,73.08,1250,4268.800483
2036,10,10,600,60,20,40,300,15.65855787,7.247812786,73.08,1800,309.6862745
2037,10,40,600,60,20,40,300,15.65855787,16.2787852,73.08,1800,1238.745098
2038,40,10,600,60,20,40,300,15.65855787,19.96027873,73.08,1800,1238.745098
2039,40,40,600,60,20,40,300,15.65855787,28.99125114,73.08,1800,4954.980392
2040,10,10,700,60,20,40,300,15.6014438,7.478688544,73.08,2450,354.302383
2041,10,40,700,60,20,40,300,15.6014438,17.05640456,73.08,2450,1417.209532
2042,40,10,700,60,20,40,300,15.6014438,20.33703816,73.08,2450,1417.209532
2043,40,40,700,60,20,40,300,15.6014438,29.91475418,73.08,2450,5668.838129
2044,10,10,500,60,40,20,300,15.55902842,6.896873803,71.64,1250,264.2281265
2045,10,40,500,60,40,20,300,15.55902842,15.71758346,71.64,1250,1056.912506
2046,40,10,500,60,40,20,300,15.55902842,18.76678555,71.64,1250,1056.912506
2047,40,40,500,60,40,20,300,15.55902842,27.58749521,71.64,1250,4227.650024
2048,10,10,600,60,40,20,300,15.6973207,7.093441242,71.64,1800,305.4194751
2049,10,40,600,60,40,20,300,15.6973207,16.38220427,71.64,1800,1221.6779
2050,40,10,600,60,40,20,300,15.6973207,19.08500194,71.64,1800,1221.6779
2051,40,40,600,60,40,20,300,15.6973207,28.37376497,71.64,1800,4886.711601
2052,10,10,700,60,40,20,300,15.5488379,7.367452518,71.64,2450,347.7513044
2053,10,40,700,60,40,20,300,15.5488379,17.05422875,71.64,2450,1391.005218
2054,40,10,700,60,40,20,300,15.5488379,19.78303385,71.64,2450,1391.005218
2055,40,40,700,60,40,20,300,15.5488379,29.46981007,71.64,2450,5564.020871
2056,10,10,500,40,40,60,300,13.41595487,7.488230099,75.96,1250,252.1300207
2057,10,40,500,40,40,60,300,13.41595487,16.5138186,75.96,1250,1008.520083
2058,40,10,500,40,40,60,300,13.41595487,20.92733189,75.96,1250,1008.520083
2059,40,40,500,40,40,60,300,13.41595487,29.9529204,75.96,1250,4034.080331
2060,10,10,600,40,40,60,300,14.29503573,7.690463245,75.96,1800,300.7892927
2061,10,40,600,40,40,60,300,14.29503573,16.88866967,75.96,1800,1203.157171
2062,40,10,600,40,40,60,300,14.29503573,21.56364656,75.96,1800,1203.157171
2063,40,40,600,40,40,60,300,14.29503573,30.76185298,75.96,1800,4812.628684
2064,10,10,700,40,40,60,300,14.25706614,7.927251781,75.96,2450,352.1685757
2065,10,40,700,40,40,60,300,14.25706614,17.60599372,75.96,2450,1408.674303
2066,40,10,700,40,40,60,300,14.25706614,22.03026518,75.96,2450,1408.674303
2067,40,40,700,40,40,60,300,14.25706614,31.70900712,75.96,2450,5634.697211
2068,10,10,500,40,60,40,300,13.84515116,7.220257533,74.52,1250,252.0727905
2069,10,40,500,40,60,40,300,13.84515116,15.91976345,74.52,1250,1008.291162
2070,40,10,500,40,60,40,300,13.84515116,20.18152421,74.52,1250,1008.291162
2071,40,40,500,40,60,40,300,13.84515116,28.88103013,74.52,1250,4033.164648
2072,10,10,600,40,60,40,300,14.37530678,7.486697381,74.52,1800,297.0218621
2073,10,40,600,40,60,40,300,14.37530678,16.74066648,74.52,1800,1188.087448
2074,40,10,600,40,60,40,300,14.37530678,20.69282043,74.52,1800,1188.087448
2075,40,40,600,40,60,40,300,14.37530678,29.94678952,74.52,1800,4752.349793
2076,10,10,700,40,60,40,300,14.36906281,7.799731426,74.52,2450,346.5446995
2077,10,40,700,40,60,40,300,14.36906281,17.22988672,74.52,2450,1386.178798
2078,40,10,700,40,60,40,300,14.36906281,21.76877041,74.52,2450,1386.178798
2079,40,40,700,40,60,40,300,14.36906281,31.1989257,74.52,2450,5544.715191
2080,10,10,500,20,20,20,500,11.85560919,9.3818192,88.92,1250,241.7222317
2081,10,40,500,20,20,20,500,11.85560919,18.25598006,88.92,1250,966.8889269
2082,40,10,500,20,20,20,500,11.85560919,28.65311594,88.92,1250,966.8889269
2083,40,40,500,20,20,20,500,11.85560919,37.5272768,88.92,1250,3867.555708
2084,10,10,600,20,20,20,500,13.14754928,9.731014492,88.92,1800,304.3675246
2085,10,40,600,20,20,20,500,13.14754928,18.94582127,88.92,1800,1217.470098
2086,40,10,600,20,20,20,500,13.14754928,29.70925119,88.92,1800,1217.470098
2087,40,40,600,20,20,20,500,13.14754928,38.92405797,88.92,1800,4869.880393
2088,10,10,700,20,20,20,500,13.3575846,10.14024138,88.92,2450,386.9959677
2089,10,40,700,20,20,20,500,13.3575846,20.04146802,88.92,2450,1547.983871
2090,40,10,700,20,20,20,500,13.3575846,30.65973889,88.92,2450,1547.983871
2091,40,40,700,20,20,20,500,13.3575846,40.56096552,88.92,2450,6191.935483
2092,10,10,500,60,20,60,300,13.43813587,7.432666886,77.4,1250,254.3079944
