idx,Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
1471,40,40,1300,10,70,100,400,5.546197912,90,109.44,8450,1866.165223
1472,10,10,400,10,100,70,400,6.787284457,9.7,107.28,800,253.1012747
1473,10,40,400,10,100,70,400,6.787284457,17.5,107.28,800,1012.405099
1474,40,10,400,10,100,70,400,6.787284457,31,107.28,800,253.1012747
1475,40,40,400,10,100,70,400,6.787284457,38.8,107.28,800,1012.405099
1476,10,10,700,10,100,70,400,8.893928701,10.6,107.28,2450,336.506432
1477,10,40,700,10,100,70,400,8.893928701,20.5,107.28,2450,1346.025728
1478,40,10,700,10,100,70,400,8.893928701,32.5,107.28,2450,336.506432
1479,40,40,700,10,100,70,400,8.893928701,42.4,107.28,2450,1346.025728
1480,10,10,1000,10,100,70,400,7.533747946,12.6,107.28,5000,443.0043395
1481,10,40,1000,10,100,70,400,7.533747946,23.7,107.28,5000,1772.017358
1482,40,10,1000,10,100,70,400,7.533747946,39.3,107.28,5000,443.0043395
1483,40,40,1000,10,100,70,400,7.533747946,50.4,107.28,5000,1772.017358
1484,10,10,1300,10,100,70,400,7.208416444,26.3,107.28,8450,462.9436841
1485,10,40,1300,10,100,70,400,7.208416444,44.9,107.28,8450,1851.774737
1486,40,10,1300,10,100,70,400,7.208416444,86.6,107.28,8450,462.9436841
1487,40,40,1300,10,100,70,400,7.208416444,105.2,107.28,8450,1851.774737
1488,10,10,400,70,10,70,400,7.534518715,9,107.28,800,264.204306
1489,10,40,400,70,10,70,400,7.534518715,16.8,107.28,800,1056.817224
1490,40,10,400,70,10,70,400,7.534518715,28.2,107.28,800,264.204306
1491,40,40,400,70,10,70,400,7.534518715,36,107.28,800,1056.817224
1492,10,10,700,70,10,70,400,9.747255622,9.9,107.28,2450,378.9067853
1493,10,40,700,70,10,70,400,9.747255622,19.8,107.28,2450,1515.627141
1494,40,10,700,70,10,70,400,9.747255622,29.7,107.28,2450,378.9067853
1495,40,40,700,70,10,70,400,9.747255622,39.6,107.28,2450,1515.627141
1496,10,10,1000,70,10,70,400,8.382662491,12,107.28,5000,470.5890573
1497,10,40,1000,70,10,70,400,8.382662491,23.1,107.28,5000,1882.356229
1498,40,10,1000,70,10,70,400,8.382662491,36.9,107.28,5000,470.5890573
1499,40,40,1000,70,10,70,400,8.382662491,48,107.28,5000,1882.356229
1500,10,10,1300,70,10,70,400,8.193538366,23.4,107.28,8450,488.8321029
1501,10,40,1300,70,10,70,400,8.193538366,42.6,107.28,8450,1955.328412
1502,40,10,1300,70,10,70,400,8.193538366,74.4,107.28,8450,488.8321029
1503,40,40,1300,70,10,70,400,8.193538366,93.6,107.28,8450,1955.328412
1504,10,10,400,70,40,40,400,9.056777462,8.6,105.12,800,259.5304775
1505,10,40,400,70,40,40,400,9.056777462,16.4,105.12,800,1038.12191
1506,40,10,400,70,40,40,400,9.056777462,26.6,105.12,800,259.5304775
1507,40,40,400,70,40,40,400,9.056777462,34.4,105.12,800,1038.12191
1508,10,10,700,70,40,40,400,11.22114613,9.6,105.12,2450,381.9374431
1509,10,40,700,70,40,40,400,11.22114613,19.5,105.12,2450,1527.749773
1510,40,10,700,70,40,40,400,11.22114613,28.5,105.12,2450,381.9374431
1511,40,40,700,70,40,40,400,11.22114613,38.4,105.12,2450,1527.749773
1512,10,10,1000,70,40,40,400,9.331219661,11.4,105.12,5000,469.8898106
1513,10,40,1000,70,40,40,400,9.331219661,22.2,105.12,5000,1879.559242
1514,40,10,1000,70,40,40,400,9.331219661,34.8,105.12,5000,469.8898106
1515,40,40,1000,70,40,40,400,9.331219661,45.6,105.12,5000,1879.559242
1516,10,10,1300,70,40,40,400,9.41969733,22.7,105.12,8450,486.4603155
1517,10,40,1300,70,40,40,400,9.41969733,43.7,105.12,8450,1945.841262
1518,40,10,1300,70,40,40,400,9.41969733,69.8,105.12,8450,486.4603155
1519,40,40,1300,70,40,40,400,9.41969733,90.8,105.12,8450,1945.841262
1520,10,10,400,70,70,10,400,10.04829159,8.5,102.96,800,253.9292193
1521,10,40,400,70,70,10,400,10.04829159,16.3,102.96,800,1015.716877
1522,40,10,400,70,70,10,400,10.04829159,26.2,102.96,800,253.9292193
1523,40,40,400,70,70,10,400,10.04829159,34,102.96,800,1015.716877
1524,10,10,700,70,70,10,400,12.32535261,9.5,102.96,2450,377.7964167
1525,10,40,700,70,70,10,400,12.32535261,19.4,102.96,2450,1511.185667
1526,40,10,700,70,70,10,400,12.32535261,28.1,102.96,2450,377.7964167
1527,40,40,700,70,70,10,400,12.32535261,38,102.96,2450,1511.185667
1528,10,10,1000,70,70,10,400,10.47526774,11.3,102.96,5000,462.0156462
1529,10,40,1000,70,70,10,400,10.47526774,22.4,102.96,5000,1848.062585
1530,40,10,1000,70,70,10,400,10.47526774,34.1,102.96,5000,462.0156462
1531,40,40,1000,70,70,10,400,10.47526774,45.2,102.96,5000,1848.062585
1532,10,10,1300,70,70,10,400,9.890807612,23.1,102.96,8450,479.4992545
1533,10,40,1300,70,70,10,400,9.890807612,42.9,102.96,8450,1917.997018
1534,40,10,1300,70,70,10,400,9.890807612,72.6,102.96,8450,479.4992545
1535,40,40,1300,70,70,10,400,9.890807612,92.4,102.96,8450,1917.997018
1536,10,10,400,40,40,100,400,5.193146933,10,111.6,800,258.1356777
1537,10,40,400,40,40,100,400,5.193146933,17.5,111.6,800,1032.542711
1538,40,10,400,40,40,100,400,5.193146933,32.5,111.6,800,258.1356777
1539,40,40,400,40,40,100,400,5.193146933,40,111.6,800,1032.542711
1540,10,10,700,40,40,100,400,7.283678916,10.9,111.6,2450,335.722975
1541,10,40,700,40,40,100,400,7.283678916,20.5,111.6,2450,1342.8919
1542,40,10,700,40,40,100,400,7.283678916,34,111.6,2450,335.722975
1543,40,40,700,40,40,100,400,7.283678916,43.6,111.6,2450,1342.8919
1544,10,10,1000,40,40,100,400,6.365843482,12.9,111.6,5000,451.5468114
1545,10,40,1000,40,40,100,400,6.365843482,23.7,111.6,5000,1806.187245
1546,40,10,1000,40,40,100,400,6.365843482,40.8,111.6,5000,451.5468114
1547,40,40,1000,40,40,100,400,6.365843482,51.6,111.6,5000,1806.187245
1548,10,10,1300,40,40,100,400,5.578235478,26.1,111.6,8450,475.3859274
1549,10,40,1300,40,40,100,400,5.578235478,44.4,111.6,8450,1901.54371
1550,40,10,1300,40,40,100,400,5.578235478,86.1,111.6,8450,475.3859274
1551,40,40,1300,40,40,100,400,5.578235478,104.4,111.6,8450,1901.54371
1552,10,10,400,40,70,70,400,7.288020182,9.9,109.44,800,256.240877
1553,10,40,400,40,70,70,400,7.288020182,17.7,109.44,800,1024.963508
1554,40,10,400,40,70,70,400,7.288020182,31.8,109.44,800,256.240877
1555,40,40,400,40,70,70,400,7.288020182,39.6,109.44,800,1024.963508
1556,10,10,700,40,70,70,400,9.082069521,10.5,109.44,2450,343.1806293
1557,10,40,700,40,70,70,400,9.082069521,20.1,109.44,2450,1372.722517
1558,40,10,700,40,70,70,400,9.082069521,32.4,109.44,2450,343.1806293
1559,40,40,700,40,70,70,400,9.082069521,42,109.44,2450,1372.722517
1560,10,10,1000,40,70,70,400,7.397973213,12.7,109.44,5000,453.038019
1561,10,40,1000,40,70,70,400,7.397973213,23.8,109.44,5000,1812.152076
1562,40,10,1000,40,70,70,400,7.397973213,39.7,109.44,5000,453.038019
1563,40,40,1000,40,70,70,400,7.397973213,50.8,109.44,5000,1812.152076
1564,10,10,1300,40,70,70,400,6.889342513,25.9,109.44,8450,474.9639467
1565,10,40,1300,40,70,70,400,6.889342513,46.6,109.44,8450,1899.855787
1566,40,10,1300,40,70,70,400,6.889342513,82.9,109.44,8450,474.9639467
1567,40,40,1300,40,70,70,400,6.889342513,103.6,109.44,8450,1899.855787
1568,10,10,400,40,100,40,400,8.05518262,9.5,107.28,800,253.218836
1569,10,40,400,40,100,40,400,8.05518262,17.3,107.28,800,1012.875344
1570,40,10,400,40,100,40,400,8.05518262,30.2,107.28,800,253.218836
1571,40,40,400,40,100,40,400,8.05518262,38,107.28,800,1012.875344
1572,10,10,700,40,100,40,400,10.41075752,10.3,107.28,2450,344.2540052
1573,10,40,700,40,100,40,400,10.41075752,19.9,107.28,2450,1377.016021
1574,40,10,700,40,100,40,400,10.41075752,31.6,107.28,2450,344.2540052
1575,40,40,700,40,100,40,400,10.41075752,41.2,107.28,2450,1377.016021
1576,10,10,1000,40,100,40,400,8.542496904,12.4,107.28,5000,449.0993078
1577,10,40,1000,40,100,40,400,8.542496904,23.2,107.28,5000,1796.397231
1578,40,10,1000,40,100,40,400,8.542496904,38.8,107.28,5000,449.0993078
1579,40,40,1000,40,100,40,400,8.542496904,49.6,107.28,5000,1796.397231
1580,10,10,1300,40,100,40,400,8.280449725,27.7,107.28,8450,469.6016935
1581,10,40,1300,40,100,40,400,8.280449725,48.1,107.28,8450,1878.406774
1582,40,10,1300,40,100,40,400,8.280449725,90.4,107.28,8450,469.6016935
1583,40,40,1300,40,100,40,400,8.280449725,110.8,107.28,8450,1878.406774
1584,10,10,400,100,10,40,400,8.821890231,9.1,107.28,800,261.5437729
1585,10,40,400,100,10,40,400,8.821890231,16.9,107.28,800,1046.175092
1586,40,10,400,100,10,40,400,8.821890231,28.6,107.28,800,261.5437729
1587,40,40,400,100,10,40,400,8.821890231,36.4,107.28,800,1046.175092
1588,10,10,700,100,10,40,400,11.09968769,9.9,107.28,2450,388.3515975
1589,10,40,700,100,10,40,400,11.09968769,19.2,107.28,2450,1553.40639
1590,40,10,700,100,10,40,400,11.09968769,30.3,107.28,2450,388.3515975
1591,40,40,700,100,10,40,400,11.09968769,39.6,107.28,2450,1553.40639
1592,10,10,1000,100,10,40,400,9.342999999,12.1,107.28,5000,473.8641128
1593,10,40,1000,100,10,40,400,9.342999999,23.5,107.28,5000,1895.456451
1594,40,10,1000,100,10,40,400,9.342999999,37,107.28,5000,473.8641128
1595,40,40,1000,100,10,40,400,9.342999999,48.4,107.28,5000,1895.456451
1596,10,10,1300,100,10,40,400,9.130856813,24.8,107.28,8450,492.246149
1597,10,40,1300,100,10,40,400,9.130856813,44,107.28,8450,1968.984596
1598,40,10,1300,100,10,40,400,9.130856813,80,107.28,8450,492.246149
1599,40,40,1300,100,10,40,400,9.130856813,99.2,107.28,8450,1968.984596
1600,10,10,400,100,40,10,400,10.19178602,8.9,105.12,800,257.2803307
1601,10,40,400,100,40,10,400,10.19178602,16.7,105.12,800,1029.121323
1602,40,10,400,100,40,10,400,10.19178602,27.8,105.12,800,257.2803307
1603,40,40,400,100,40,10,400,10.19178602,35.6,105.12,800,1029.121323
1604,10,10,700,100,40,10,400,12.26315602,9.6,105.12,2450,386.515171
1605,10,40,700,100,40,10,400,12.26315602,18.9,105.12,2450,1546.060684
1606,40,10,700,100,40,10,400,12.26315602,29.1,105.12,2450,386.515171
1607,40,40,700,100,40,10,400,12.26315602,38.4,105.12,2450,1546.060684
1608,10,10,1000,100,40,10,400,10.44435299,11.6,105.12,5000,468.4579166
1609,10,40,1000,100,40,10,400,10.44435299,22.4,105.12,5000,1873.831666
1610,40,10,1000,100,40,10,400,10.44435299,35.6,105.12,5000,468.4579166
1611,40,40,1000,100,40,10,400,10.44435299,46.4,105.12,5000,1873.831666
1612,10,10,1300,100,40,10,400,9.921387441,26.5,105.12,8450,487.1078488
1613,10,40,1300,100,40,10,400,9.921387441,48.4,105.12,8450,1948.431395
1614,40,10,1300,100,40,10,400,9.921387441,84.1,105.12,8450,487.1078488
1615,40,40,1300,100,40,10,400,9.921387441,106,105.12,8450,1948.431395
1616,10,10,400,100,100,100,100,6.004623997,7.5,90,800,208.2306356
1617,10,40,400,100,100,100,100,6.004623997,15.3,90,800,832.9225423
1618,40,10,400,100,100,100,100,6.004623997,22.2,90,800,208.2306356
1619,40,40,400,100,100,100,100,6.004623997,30,90,800,832.9225423
1620,10,10,700,100,100,100,100,8.353325024,8.1,90,2450,284.2438717
1621,10,40,700,100,100,100,100,8.353325024,17.7,90,2450,1136.975487
1622,40,10,700,100,100,100,100,8.353325024,22.8,90,2450,284.2438717
1623,40,40,700,100,100,100,100,8.353325024,32.4,90,2450,1136.975487
1624,10,10,1000,100,100,100,100,6.717549618,9.7,90,5000,347.5614181
1625,10,40,1000,100,100,100,100,6.717549618,20.5,90,5000,1390.245672
1626,40,10,1000,100,100,100,100,6.717549618,28,90,5000,347.5614181
1627,40,40,1000,100,100,100,100,6.717549618,38.8,90,5000,1390.245672
1628,10,10,1300,100,100,100,100,6.729235702,19.8,90,8450,362.1045256
1629,10,40,1300,100,100,100,100,6.729235702,38.1,90,8450,1448.418102
1630,40,10,1300,100,100,100,100,6.729235702,60.9,90,8450,362.1045256
1631,40,40,1300,100,100,100,100,6.729235702,79.2,90,8450,1448.418102
1632,10,10,400,10,10,40,700,1.856131254,14.7,131.04,800,255.3128458
1633,10,40,400,10,10,40,700,1.856131254,23.4,131.04,800,1021.251383
1634,40,10,400,10,10,40,700,1.856131254,50.1,131.04,800,255.3128458
1635,40,40,400,10,10,40,700,1.856131254,58.8,131.04,800,1021.251383
1636,10,10,700,10,10,40,700,2.022169933,15.4,131.04,2450,270.3769675
1637,10,40,700,10,10,40,700,2.022169933,25,131.04,2450,1081.50787
1638,40,10,700,10,10,40,700,2.022169933,52,131.04,2450,270.3769675
1639,40,40,700,10,10,40,700,2.022169933,61.6,131.04,2450,1081.50787
1640,10,10,1000,10,10,40,700,1.550056144,18.5,131.04,5000,437.6601615
1641,10,40,1000,10,10,40,700,1.550056144,29.3,131.04,5000,1750.640646
1642,40,10,1000,10,10,40,700,1.550056144,63.2,131.04,5000,437.6601615
1643,40,40,1000,10,10,40,700,1.550056144,74,131.04,5000,1750.640646
1644,10,10,1300,10,10,40,700,1.175001199,38.4,131.04,8450,473.0003967
1645,10,40,1300,10,10,40,700,1.175001199,60.3,131.04,8450,1892.001587
1646,40,10,1300,10,10,40,700,1.175001199,131.7,131.04,8450,473.0003967
1647,40,40,1300,10,10,40,700,1.175001199,153.6,131.04,8450,1892.001587
1648,10,10,400,10,40,10,700,2.509492353,14,128.88,800,257.9494514
1649,10,40,400,10,40,10,700,2.509492353,21.8,128.88,800,1031.797805
1650,40,10,400,10,40,10,700,2.509492353,48.2,128.88,800,257.9494514
1651,40,40,400,10,40,10,700,2.509492353,56,128.88,800,1031.797805
1652,10,10,700,10,40,10,700,2.57352315,14.8,128.88,2450,270.6930805
1653,10,40,700,10,40,10,700,2.57352315,24.7,128.88,2450,1082.772322
1654,40,10,700,10,40,10,700,2.57352315,49.3,128.88,2450,270.6930805
1655,40,40,700,10,40,10,700,2.57352315,59.2,128.88,2450,1082.772322
1656,10,10,1000,10,40,10,700,1.960483992,17.7,128.88,5000,445.3687926
1657,10,40,1000,10,40,10,700,1.960483992,28.5,128.88,5000,1781.475171
1658,40,10,1000,10,40,10,700,1.960483992,60,128.88,5000,445.3687926
1659,40,40,1000,10,40,10,700,1.960483992,70.8,128.88,5000,1781.475171
1660,10,10,1300,10,40,10,700,1.70748352,30.8,128.88,8450,478.7967142
1661,10,40,1300,10,40,10,700,1.70748352,51.8,128.88,8450,1915.186857
1662,40,10,1300,10,40,10,700,1.70748352,102.2,128.88,8450,478.7967142
1663,40,40,1300,10,40,10,700,1.70748352,123.2,128.88,8450,1915.186857
1664,10,10,400,10,100,100,400,4.61903175,11,113.76,800,249.9993698
1665,10,40,400,10,100,100,400,4.61903175,18.8,113.76,800,999.997479
1666,40,10,400,10,100,100,400,4.61903175,36.2,113.76,800,249.9993698
1667,40,40,400,10,100,100,400,4.61903175,44,113.76,800,999.997479
1668,10,10,700,10,100,100,400,6.686361431,11.8,113.76,2450,326.1536998
1669,10,40,700,10,100,100,400,6.686361431,21.4,113.76,2450,1304.614799
1670,40,10,700,10,100,100,400,6.686361431,37.6,113.76,2450,326.1536998
1671,40,40,700,10,100,100,400,6.686361431,47.2,113.76,2450,1304.614799
1672,10,10,1000,10,100,100,400,5.522762855,14.2,113.76,5000,427.6360713
1673,10,40,1000,10,100,100,400,5.522762855,25,113.76,5000,1710.544285
1674,40,10,1000,10,100,100,400,5.522762855,46,113.76,5000,427.6360713
1675,40,40,1000,10,100,100,400,5.522762855,56.8,113.76,5000,1710.544285
1676,10,10,1300,10,100,100,400,5.044192656,29.2,113.76,8450,453.3323129
1677,10,40,1300,10,100,100,400,5.044192656,49.6,113.76,8450,1813.329252
1678,40,10,1300,10,100,100,400,5.044192656,96.4,113.76,8450,453.3323129
1679,40,40,1300,10,100,100,400,5.044192656,116.8,113.76,8450,1813.329252
1680,10,10,400,70,10,100,400,4.955326726,10.8,113.76,800,261.8771888
1681,10,40,400,70,10,100,400,4.955326726,18.6,113.76,800,1047.508755
1682,40,10,400,70,10,100,400,4.955326726,35.4,113.76,800,261.8771888
1683,40,40,400,70,10,100,400,4.955326726,43.2,113.76,800,1047.508755
1684,10,10,700,70,10,100,400,7.098136316,11.4,113.76,2450,346.3875858
1685,10,40,700,70,10,100,400,7.098136316,21.3,113.76,2450,1385.550343
1686,40,10,700,70,10,100,400,7.098136316,35.7,113.76,2450,346.3875858
1687,40,40,700,70,10,100,400,7.098136316,45.6,113.76,2450,1385.550343
1688,10,10,1000,70,10,100,400,6.131751744,13.5,113.76,5000,455.6961253
1689,10,40,1000,70,10,100,400,6.131751744,24.3,113.76,5000,1822.784501
1690,40,10,1000,70,10,100,400,6.131751744,43.2,113.76,5000,455.6961253
1691,40,40,1000,70,10,100,400,6.131751744,54,113.76,5000,1822.784501
1692,10,10,1300,70,10,100,400,5.473089707,27.1,113.76,8450,481.5315914
1693,10,40,1300,70,10,100,400,5.473089707,47.2,113.76,8450,1926.126366
1694,40,10,1300,70,10,100,400,5.473089707,88.3,113.76,8450,481.5315914
1695,40,40,1300,70,10,100,400,5.473089707,108.4,113.76,8450,1926.126366
1696,10,10,400,70,40,70,400,6.798882647,10.2,111.6,800,260.6900907
1697,10,40,400,70,40,70,400,6.798882647,18,111.6,800,1042.760363
1698,40,10,400,70,40,70,400,6.798882647,33,111.6,800,260.6900907
1699,40,40,400,70,40,70,400,6.798882647,40.8,111.6,800,1042.760363
1700,10,10,700,70,40,70,400,9.075476846,10.9,111.6,2450,357.8298583
1701,10,40,700,70,40,70,400,9.075476846,20.5,111.6,2450,1431.319433
1702,40,10,700,70,40,70,400,9.075476846,34,111.6,2450,357.8298583
1703,40,40,700,70,40,70,400,9.075476846,43.6,111.6,2450,1431.319433
1704,10,10,1000,70,40,70,400,7.249448021,13.2,111.6,5000,460.3297111
1705,10,40,1000,70,40,70,400,7.249448021,24.6,111.6,5000,1841.318844
1706,40,10,1000,70,40,70,400,7.249448021,41.4,111.6,5000,460.3297111
1707,40,40,1000,70,40,70,400,7.249448021,52.8,111.6,5000,1841.318844
1708,10,10,1300,70,40,70,400,6.677178071,27.2,111.6,8450,483.4141781
1709,10,40,1300,70,40,70,400,6.677178071,46.4,111.6,8450,1933.656712
1710,40,10,1300,70,40,70,400,6.677178071,89.6,111.6,8450,483.4141781
1711,40,40,1300,70,40,70,400,6.677178071,108.8,111.6,8450,1933.656712
1712,10,10,400,70,70,40,400,8.388677972,9.9,109.44,800,256.6329128
1713,10,40,400,70,70,40,400,8.388677972,17.7,109.44,800,1026.531651
1714,40,10,400,70,70,40,400,8.388677972,31.8,109.44,800,256.6329128
1715,40,40,400,70,70,40,400,8.388677972,39.6,109.44,800,1026.531651
1716,10,10,700,70,70,40,400,10.3951367,10.6,109.44,2450,361.6085183
1717,10,40,700,70,70,40,400,10.3951367,20.2,109.44,2450,1446.434073
1718,40,10,700,70,70,40,400,10.3951367,32.8,109.44,2450,361.6085183
1719,40,40,700,70,70,40,400,10.3951367,42.4,109.44,2450,1446.434073
1720,10,10,1000,70,70,40,400,8.715289714,12.9,109.44,5000,457.2970572
1721,10,40,1000,70,70,40,400,8.715289714,24.3,109.44,5000,1829.188229
1722,40,10,1000,70,70,40,400,8.715289714,40.2,109.44,5000,457.2970572
1723,40,40,1000,70,70,40,400,8.715289714,51.6,109.44,5000,1829.188229
1724,10,10,1300,70,70,40,400,8.185932043,23.2,109.44,8450,479.6805015
1725,10,40,1300,70,70,40,400,8.185932043,44.2,109.44,8450,1918.722006
1726,40,10,1300,70,70,40,400,8.185932043,71.8,109.44,8450,479.6805015
1727,40,40,1300,70,70,40,400,8.185932043,92.8,109.44,8450,1918.722006
1728,10,10,400,70,100,10,400,8.60049955,9.8,107.28,800,251.8566007
1729,10,40,400,70,100,10,400,8.60049955,17.9,107.28,800,1007.426403
1730,40,10,400,70,100,10,400,8.60049955,31.1,107.28,800,251.8566007
1731,40,40,400,70,100,10,400,8.60049955,39.2,107.28,800,1007.426403
1732,10,10,700,70,100,10,400,11.54398288,10.5,107.28,2450,357.9601317
1733,10,40,700,70,100,10,400,11.54398288,20.4,107.28,2450,1431.840527
1734,40,10,700,70,100,10,400,11.54398288,32.1,107.28,2450,357.9601317
1735,40,40,700,70,100,10,400,11.54398288,42,107.28,2450,1431.840527
1736,10,10,1000,70,100,10,400,9.687637054,12.3,107.28,5000,450.5359984
1737,10,40,1000,70,100,10,400,9.687637054,23.4,107.28,5000,1802.143994
1738,40,10,1000,70,100,10,400,9.687637054,38.1,107.28,5000,450.5359984
1739,40,40,1000,70,100,10,400,9.687637054,49.2,107.28,5000,1802.143994
1740,10,10,1300,70,100,10,400,9.009290373,21.1,107.28,8450,471.5975032
1741,10,40,1300,70,100,10,400,9.009290373,41.5,107.28,8450,1886.390013
1742,40,10,1300,70,100,10,400,9.009290373,64,107.28,8450,471.5975032
1743,40,40,1300,70,100,10,400,9.009290373,84.4,107.28,8450,1886.390013
1744,10,10,400,40,10,10,700,1.393682796,14.6,131.04,800,255.4639058
1745,10,40,400,40,10,10,700,1.393682796,22.4,131.04,800,1021.855623
1746,40,10,400,40,10,10,700,1.393682796,50.6,131.04,800,255.4639058
1747,40,40,400,40,10,10,700,1.393682796,58.4,131.04,800,1021.855623
1748,10,10,700,40,10,10,700,1.266616815,15.2,131.04,2450,263.5264237
1749,10,40,700,40,10,10,700,1.266616815,24.5,131.04,2450,1054.105695
1750,40,10,700,40,10,10,700,1.266616815,51.5,131.04,2450,263.5264237
1751,40,40,700,40,10,10,700,1.266616815,60.8,131.04,2450,1054.105695
1752,10,10,1000,40,10,10,700,1.719276995,18.2,131.04,5000,436.5452359
1753,10,40,1000,40,10,10,700,1.719276995,29.6,131.04,5000,1746.180944
1754,40,10,1000,40,10,10,700,1.719276995,61.4,131.04,5000,436.5452359
1755,40,40,1000,40,10,10,700,1.719276995,72.8,131.04,5000,1746.180944
1756,10,10,1300,40,10,10,700,1.326326685,35.6,131.04,8450,471.7756606
1757,10,40,1300,40,10,10,700,1.326326685,56.6,131.04,8450,1887.102642
1758,40,10,1300,40,10,10,700,1.326326685,121.4,131.04,8450,471.7756606
1759,40,40,1300,40,10,10,700,1.326326685,142.4,131.04,8450,1887.102642
1760,10,10,400,40,70,100,400,4.527987982,11.5,115.92,800,252.9386765
1761,10,40,400,40,70,100,400,4.527987982,19.3,115.92,800,1011.754706
1762,40,10,400,40,70,100,400,4.527987982,38.2,115.92,800,252.9386765
1763,40,40,400,40,70,100,400,4.527987982,46,115.92,800,1011.754706
1764,10,10,700,40,70,100,400,6.715670243,12.2,115.92,2450,328.8465871
1765,10,40,700,40,70,100,400,6.715670243,22.1,115.92,2450,1315.386348
1766,40,10,700,40,70,100,400,6.715670243,38.9,115.92,2450,328.8465871
1767,40,40,700,40,70,100,400,6.715670243,48.8,115.92,2450,1315.386348
1768,10,10,1000,40,70,100,400,5.386624011,14.2,115.92,5000,435.6340006
1769,10,40,1000,40,70,100,400,5.386624011,25.3,115.92,5000,1742.536003
1770,40,10,1000,40,70,100,400,5.386624011,45.7,115.92,5000,435.6340006
1771,40,40,1000,40,70,100,400,5.386624011,56.8,115.92,5000,1742.536003
1772,10,10,1300,40,70,100,400,4.816068208,28.6,115.92,8450,462.5987454
1773,10,40,1300,40,70,100,400,4.816068208,51.7,115.92,8450,1850.394982
1774,40,10,1300,40,70,100,400,4.816068208,91.3,115.92,8450,462.5987454
1775,40,40,1300,40,70,100,400,4.816068208,114.4,115.92,8450,1850.394982
1776,10,10,400,40,100,70,400,6.090679659,11,113.76,800,252.0754975
1777,10,40,400,40,100,70,400,6.090679659,18.8,113.76,800,1008.30199
1778,40,10,400,40,100,70,400,6.090679659,36.2,113.76,800,252.0754975
1779,40,40,400,40,100,70,400,6.090679659,44,113.76,800,1008.30199
1780,10,10,700,40,100,70,400,8.482753453,11.8,113.76,2450,336.7233357
1781,10,40,700,40,100,70,400,8.482753453,21.1,113.76,2450,1346.893343
1782,40,10,700,40,100,70,400,8.482753453,37.9,113.76,2450,336.7233357
1783,40,40,700,40,100,70,400,8.482753453,47.2,113.76,2450,1346.893343
1784,10,10,1000,40,100,70,400,7.033345006,14.2,113.76,5000,437.0492104
1785,10,40,1000,40,100,70,400,7.033345006,25.6,113.76,5000,1748.196842
1786,40,10,1000,40,100,70,400,7.033345006,45.4,113.76,5000,437.0492104
1787,40,40,1000,40,100,70,400,7.033345006,56.8,113.76,5000,1748.196842
1788,10,10,1300,40,100,70,400,6.401810759,29.6,113.76,8450,462.8768364
1789,10,40,1300,40,100,70,400,6.401810759,50.3,113.76,8450,1851.507345
1790,40,10,1300,40,100,70,400,6.401810759,97.7,113.76,8450,462.8768364
1791,40,40,1300,40,100,70,400,6.401810759,118.4,113.76,8450,1851.507345
1792,10,10,400,100,10,70,400,6.50363502,10.6,113.76,800,263.0654874
1793,10,40,400,100,10,70,400,6.50363502,18.4,113.76,800,1052.26195
1794,40,10,400,100,10,70,400,6.50363502,34.6,113.76,800,263.0654874
1795,40,40,400,100,10,70,400,6.50363502,42.4,113.76,800,1052.26195
1796,10,10,700,100,10,70,400,8.558818618,11.7,113.76,2450,367.4660872
1797,10,40,700,100,10,70,400,8.558818618,21.6,113.76,2450,1469.864349
1798,40,10,700,100,10,70,400,8.558818618,36.9,113.76,2450,367.4660872
1799,40,40,700,100,10,70,400,8.558818618,46.8,113.76,2450,1469.864349
1800,10,10,1000,100,10,70,400,7.164682185,13.5,113.76,5000,462.7337486
1801,10,40,1000,100,10,70,400,7.164682185,25.2,113.76,5000,1850.934994
1802,40,10,1000,100,10,70,400,7.164682185,42.3,113.76,5000,462.7337486
1803,40,40,1000,100,10,70,400,7.164682185,54,113.76,5000,1850.934994
1804,10,10,1300,100,10,70,400,6.876578218,27.8,113.76,8450,486.3963094
1805,10,40,1300,100,10,70,400,6.876578218,48.2,113.76,8450,1945.585237
1806,40,10,1300,100,10,70,400,6.876578218,90.8,113.76,8450,486.3963094
1807,40,40,1300,100,10,70,400,6.876578218,111.2,113.76,8450,1945.585237
1808,10,10,400,100,40,40,400,8.134460705,10.3,111.6,800,258.4694266
1809,10,40,400,100,40,40,400,8.134460705,18.1,111.6,800,1033.877707
1810,40,10,400,100,40,40,400,8.134460705,33.4,111.6,800,258.4694266
1811,40,40,400,100,40,40,400,8.134460705,41.2,111.6,800,1033.877707
1812,10,10,700,100,40,40,400,10.22807456,11.1,111.6,2450,374.6150564
1813,10,40,700,100,40,40,400,10.22807456,20.7,111.6,2450,1498.460226
1814,40,10,700,100,40,40,400,10.22807456,34.8,111.6,2450,374.6150564
1815,40,40,700,100,40,40,400,10.22807456,44.4,111.6,2450,1498.460226
1816,10,10,1000,100,40,40,400,8.326890353,13.3,111.6,5000,463.7939465
1817,10,40,1000,100,40,40,400,8.326890353,24.7,111.6,5000,1855.175786
1818,40,10,1000,100,40,40,400,8.326890353,41.8,111.6,5000,463.7939465
