,Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
3087,10,10,1300,40,70,40,400,9.268216718,45.2,102.96,8450,478.5156137
3088,10,20,1300,40,70,40,400,9.268216718,58.8,102.96,8450,957.0312273
3089,10,40,1300,40,70,40,400,9.268216718,70,102.96,8450,1914.062455
3090,20,10,1300,40,70,40,400,9.268216718,76.8,102.96,8450,478.5156137
3091,20,20,1300,40,70,40,400,9.268216718,90.4,102.96,8450,957.0312273
3092,20,40,1300,40,70,40,400,9.268216718,22.6,102.96,8450,1914.062455
3093,40,10,1300,40,70,40,400,9.268216718,29.4,102.96,8450,478.5156137
3094,40,20,1300,40,70,40,400,9.268216718,43,102.96,8450,957.0312273
3095,40,40,1300,40,70,40,400,9.268216718,38.4,102.96,8450,1914.062455
3096,10,10,400,40,100,10,400,9.761008773,32.8,100.8,800,249.0371747
3097,10,20,400,40,100,10,400,9.761008773,8.2,100.8,800,498.0743494
3098,10,40,400,40,100,10,400,9.761008773,10.8,100.8,800,996.1486989
3099,20,10,400,40,100,10,400,9.761008773,16,100.8,800,249.0371747
3100,20,20,400,40,100,10,400,9.761008773,13.8,100.8,800,498.0743494
3101,20,40,400,40,100,10,400,9.761008773,16.4,100.8,800,996.1486989
3102,40,10,400,40,100,10,400,9.761008773,21.6,100.8,800,249.0371747
3103,40,20,400,40,100,10,400,9.761008773,25,100.8,800,498.0743494
3104,40,40,400,40,100,10,400,9.761008773,27.6,100.8,800,996.1486989
3105,10,10,700,40,100,10,400,11.97648256,14.8,100.8,2450,364.4378264
3106,10,20,700,40,100,10,400,11.97648256,18,100.8,2450,728.8756529
3107,10,40,700,40,100,10,400,11.97648256,24.4,100.8,2450,1457.751306
3108,20,10,700,40,100,10,400,11.97648256,26.4,100.8,2450,364.4378264
3109,20,20,700,40,100,10,400,11.97648256,29.6,100.8,2450,728.8756529
3110,20,40,700,40,100,10,400,11.97648256,36,100.8,2450,1457.751306
3111,40,10,700,40,100,10,400,11.97648256,9,100.8,2450,364.4378264
3112,40,20,700,40,100,10,400,11.97648256,12.2,100.8,2450,728.8756529
3113,40,40,700,40,100,10,400,11.97648256,18.6,100.8,2450,1457.751306
3114,10,10,1000,40,100,10,400,9.884061367,36.4,100.8,5000,453.2218359
3115,10,20,1000,40,100,10,400,9.884061367,43.6,100.8,5000,906.4436717
3116,10,40,1000,40,100,10,400,9.884061367,10.9,100.8,5000,1812.887343
3117,20,10,1000,40,100,10,400,9.884061367,14.5,100.8,5000,453.2218359
3118,20,20,1000,40,100,10,400,9.884061367,21.7,100.8,5000,906.4436717
3119,20,40,1000,40,100,10,400,9.884061367,18.2,100.8,5000,1812.887343
3120,40,10,1000,40,100,10,400,9.884061367,21.8,100.8,5000,453.2218359
3121,40,20,1000,40,100,10,400,9.884061367,29,100.8,5000,906.4436717
3122,40,40,1000,40,100,10,400,9.884061367,32.8,100.8,5000,1812.887343
3123,10,10,1300,40,100,10,400,9.69301701,39.4,100.8,8450,469.3159935
3124,10,20,1300,40,100,10,400,9.69301701,36.1,100.8,8450,938.631987
3125,10,40,1300,40,100,10,400,9.69301701,42.2,100.8,8450,1877.263974
3126,20,10,1300,40,100,10,400,9.69301701,54.4,100.8,8450,469.3159935
3127,20,20,1300,40,100,10,400,9.69301701,66.1,100.8,8450,938.631987
3128,20,40,1300,40,100,10,400,9.69301701,72.2,100.8,8450,1877.263974
3129,40,10,1300,40,100,10,400,9.69301701,84.4,100.8,8450,469.3159935
3130,40,20,1300,40,100,10,400,9.69301701,21.1,100.8,8450,938.631987
3131,40,40,1300,40,100,10,400,9.69301701,27.2,100.8,8450,1877.263974
3132,10,10,400,100,10,10,400,11.2740132,24.1,100.8,800,257.1057924
3133,10,20,400,100,10,10,400,11.2740132,26.6,100.8,800,514.2115848
3134,10,40,400,100,10,10,400,11.2740132,31.6,100.8,800,1028.42317
3135,20,10,400,100,10,10,400,11.2740132,7.9,100.8,800,257.1057924
3136,20,20,400,100,10,10,400,11.2740132,10.4,100.8,800,514.2115848
3137,20,40,400,100,10,10,400,11.2740132,15.4,100.8,800,1028.42317
3138,40,10,400,100,10,10,400,11.2740132,13.3,100.8,800,257.1057924
3139,40,20,400,100,10,10,400,11.2740132,15.8,100.8,800,514.2115848
3140,40,40,400,100,10,10,400,11.2740132,20.8,100.8,800,1028.42317
3141,10,10,700,100,10,10,400,13.09314559,12,100.8,2450,392.2189284
3142,10,20,700,100,10,10,400,13.09314559,18.4,100.8,2450,784.4378567
3143,10,40,700,100,10,10,400,13.09314559,14.4,100.8,2450,1568.875713
3144,20,10,700,100,10,10,400,13.09314559,17.6,100.8,2450,392.2189284
3145,20,20,700,100,10,10,400,13.09314559,24,100.8,2450,784.4378567
3146,20,40,700,100,10,10,400,13.09314559,25.6,100.8,2450,1568.875713
3147,40,10,700,100,10,10,400,13.09314559,28.8,100.8,2450,392.2189284
3148,40,20,700,100,10,10,400,13.09314559,35.2,100.8,2450,784.4378567
3149,40,40,700,100,10,10,400,13.09314559,8.8,100.8,2450,1568.875713
3150,10,10,1000,100,10,10,400,11.23679227,29.6,100.8,5000,472.2495249
3151,10,20,1000,100,10,10,400,11.23679227,31.9,100.8,5000,944.4990498
3152,10,40,1000,100,10,10,400,11.23679227,35.8,100.8,5000,1888.9981
3153,20,10,1000,100,10,10,400,11.23679227,43.6,100.8,5000,472.2495249
3154,20,20,1000,100,10,10,400,11.23679227,10.9,100.8,5000,944.4990498
3155,20,40,1000,100,10,10,400,11.23679227,14.8,100.8,5000,1888.9981
3156,40,10,1000,100,10,10,400,11.23679227,22.6,100.8,5000,472.2495249
3157,40,20,1000,100,10,10,400,11.23679227,17.9,100.8,5000,944.4990498
3158,40,40,1000,100,10,10,400,11.23679227,21.8,100.8,5000,1888.9981
3159,10,10,1300,100,10,10,400,11.13166067,23.2,100.8,8450,487.2724898
3160,10,20,1300,100,10,10,400,11.13166067,29.9,100.8,8450,974.5449795
3161,10,40,1300,100,10,10,400,11.13166067,43.3,100.8,8450,1949.089959
3162,20,10,1300,100,10,10,400,11.13166067,39.7,100.8,8450,487.2724898
3163,20,20,1300,100,10,10,400,11.13166067,46.4,100.8,8450,974.5449795
3164,20,40,1300,100,10,10,400,11.13166067,59.8,100.8,8450,1949.089959
3165,40,10,1300,100,10,10,400,11.13166067,72.7,100.8,8450,487.2724898
3166,40,20,1300,100,10,10,400,11.13166067,79.4,100.8,8450,974.5449795
3167,40,40,1300,100,10,10,400,11.13166067,92.8,100.8,8450,1949.089959
3168,10,10,400,100,70,100,100,7.462236295,13.2,85.68,800,207.3986209
3169,10,20,400,100,70,100,100,7.462236295,18.4,85.68,800,414.7972419
3170,10,40,400,100,70,100,100,7.462236295,18.6,85.68,800,829.5944837
3171,20,10,400,100,70,100,100,7.462236295,21.2,85.68,800,207.3986209
3172,20,20,400,100,70,100,100,7.462236295,26.4,85.68,800,414.7972419
3173,20,40,400,100,70,100,100,7.462236295,6.6,85.68,800,829.5944837
3174,40,10,400,100,70,100,100,7.462236295,9.2,85.68,800,207.3986209
3175,40,20,400,100,70,100,100,7.462236295,14.4,85.68,800,414.7972419
3176,40,40,400,100,70,100,100,7.462236295,10.6,85.68,800,829.5944837
3177,10,10,700,100,70,100,100,10.34423882,28.8,85.68,2450,288.0314257
3178,10,20,700,100,70,100,100,10.34423882,7.2,85.68,2450,576.0628513
3179,10,40,700,100,70,100,100,10.34423882,10.4,85.68,2450,1152.125703
3180,20,10,700,100,70,100,100,10.34423882,16.8,85.68,2450,288.0314257
3181,20,20,700,100,70,100,100,10.34423882,11.2,85.68,2450,576.0628513
3182,20,40,700,100,70,100,100,10.34423882,14.4,85.68,2450,1152.125703
3183,40,10,700,100,70,100,100,10.34423882,20.8,85.68,2450,288.0314257
3184,40,20,700,100,70,100,100,10.34423882,19.2,85.68,2450,576.0628513
3185,40,40,700,100,70,100,100,10.34423882,22.4,85.68,2450,1152.125703
3186,10,10,1000,100,70,100,100,8.602265059,13.7,85.68,5000,350.9827977
3187,10,20,1000,100,70,100,100,8.602265059,17.4,85.68,5000,701.9655955
3188,10,40,1000,100,70,100,100,8.602265059,24.8,85.68,5000,1403.931191
3189,20,10,1000,100,70,100,100,8.602265059,23.7,85.68,5000,350.9827977
3190,20,20,1000,100,70,100,100,8.602265059,27.4,85.68,5000,701.9655955
3191,20,40,1000,100,70,100,100,8.602265059,34.8,85.68,5000,1403.931191
3192,40,10,1000,100,70,100,100,8.602265059,8.7,85.68,5000,350.9827977
3193,40,20,1000,100,70,100,100,8.602265059,12.4,85.68,5000,701.9655955
3194,40,40,1000,100,70,100,100,8.602265059,19.8,85.68,5000,1403.931191
3195,10,10,1300,100,70,100,100,8.346516036,51.8,85.68,8450,362.7657505
3196,10,20,1300,100,70,100,100,8.346516036,64.4,85.68,8450,725.5315011
3197,10,40,1300,100,70,100,100,8.346516036,16.1,85.68,8450,1451.063002
3198,20,10,1300,100,70,100,100,8.346516036,22.4,85.68,8450,362.7657505
3199,20,20,1300,100,70,100,100,8.346516036,35,85.68,8450,725.5315011
3200,20,40,1300,100,70,100,100,8.346516036,25.9,85.68,8450,1451.063002
3201,40,10,1300,100,70,100,100,8.346516036,32.2,85.68,8450,362.7657505
3202,40,20,1300,100,70,100,100,8.346516036,44.8,85.68,8450,725.5315011
3203,40,40,1300,100,70,100,100,8.346516036,45.5,85.68,8450,1451.063002
3204,10,10,400,100,100,70,100,7.645143607,14.1,83.52,800,206.9439205
3205,10,20,400,100,100,70,100,7.645143607,10,83.52,800,413.8878411
3206,10,40,400,100,100,70,100,7.645143607,12.6,83.52,800,827.7756821
3207,20,10,400,100,100,70,100,7.645143607,17.8,83.52,800,206.9439205
3208,20,20,400,100,100,70,100,7.645143607,17.4,83.52,800,413.8878411
3209,20,40,400,100,100,70,100,7.645143607,20,83.52,800,827.7756821
3210,40,10,400,100,100,70,100,7.645143607,25.2,83.52,800,206.9439205
3211,40,20,400,100,100,70,100,7.645143607,6.3,83.52,800,413.8878411
3212,40,40,400,100,100,70,100,7.645143607,8.9,83.52,800,827.7756821
3213,10,10,700,100,100,70,100,9.945922181,19.2,83.52,2450,273.6257271
3214,10,20,700,100,100,70,100,9.945922181,22.4,83.52,2450,547.2514541
3215,10,40,700,100,100,70,100,9.945922181,28.8,83.52,2450,1094.502908
3216,20,10,700,100,100,70,100,9.945922181,7.2,83.52,2450,273.6257271
3217,20,20,700,100,100,70,100,9.945922181,10.4,83.52,2450,547.2514541
3218,20,40,700,100,100,70,100,9.945922181,16.8,83.52,2450,1094.502908
3219,40,10,700,100,100,70,100,9.945922181,11.2,83.52,2450,273.6257271
3220,40,20,700,100,100,70,100,9.945922181,14.4,83.52,2450,547.2514541
3221,40,40,700,100,100,70,100,9.945922181,20.8,83.52,2450,1094.502908
3222,10,10,1000,100,100,70,100,8.37541184,12.2,83.52,5000,334.4986075
3223,10,20,1000,100,100,70,100,8.37541184,19.6,83.52,5000,668.997215
3224,10,40,1000,100,100,70,100,8.37541184,13.3,83.52,5000,1337.99443
3225,20,10,1000,100,100,70,100,8.37541184,17,83.52,5000,334.4986075
3226,20,20,1000,100,100,70,100,8.37541184,24.4,83.52,5000,668.997215
3227,20,40,1000,100,100,70,100,8.37541184,22.9,83.52,5000,1337.99443
3228,40,10,1000,100,100,70,100,8.37541184,26.6,83.52,5000,334.4986075
3229,40,20,1000,100,100,70,100,8.37541184,34,83.52,5000,668.997215
3230,40,40,1000,100,100,70,100,8.37541184,8.5,83.52,5000,1337.99443
3231,10,10,1300,100,100,70,100,8.082975904,46.6,83.52,8450,345.7934795
3232,10,20,1300,100,100,70,100,8.082975904,44.9,83.52,8450,691.5869589
3233,10,40,1300,100,100,70,100,8.082975904,51.8,83.52,8450,1383.173918
3234,20,10,1300,100,100,70,100,8.082975904,65.6,83.52,8450,345.7934795
3235,20,20,1300,100,100,70,100,8.082975904,16.4,83.52,8450,691.5869589
3236,20,40,1300,100,100,70,100,8.082975904,23.3,83.52,8450,1383.173918
3237,40,10,1300,100,100,70,100,8.082975904,37.1,83.52,8450,345.7934795
3238,40,20,1300,100,100,70,100,8.082975904,25.9,83.52,8450,691.5869589
3239,40,40,1300,100,100,70,100,8.082975904,32.8,83.52,8450,1383.173918
3240,10,10,400,10,10,10,700,2.917311424,12.8,124.56,800,264.0167019
3241,10,20,400,10,10,10,700,2.917311424,15.4,124.56,800,528.0334038
3242,10,40,400,10,10,10,700,2.917311424,20.6,124.56,800,1056.066808
3243,20,10,400,10,10,10,700,2.917311424,23,124.56,800,264.0167019
3244,20,20,400,10,10,10,700,2.917311424,25.6,124.56,800,528.0334038
3245,20,40,400,10,10,10,700,2.917311424,30.8,124.56,800,1056.066808
3246,40,10,400,10,10,10,700,2.917311424,43.4,124.56,800,264.0167019
3247,40,20,400,10,10,10,700,2.917311424,46,124.56,800,528.0334038
3248,40,40,400,10,10,10,700,2.917311424,51.2,124.56,800,1056.066808
3249,10,10,700,10,10,10,700,2.792010998,27,124.56,2450,277.4291154
3250,10,20,700,10,10,10,700,2.792010998,33.4,124.56,2450,554.8582307
3251,10,40,700,10,10,10,700,2.792010998,44.4,124.56,2450,1109.716461
3252,20,10,700,10,10,10,700,2.792010998,47.6,124.56,2450,277.4291154
3253,20,20,700,10,10,10,700,2.792010998,54,124.56,2450,554.8582307
3254,20,40,700,10,10,10,700,2.792010998,13.5,124.56,2450,1109.716461
3255,40,10,700,10,10,10,700,2.792010998,16.7,124.56,2450,277.4291154
3256,40,20,700,10,10,10,700,2.792010998,23.1,124.56,2450,554.8582307
3257,40,40,700,10,10,10,700,2.792010998,23.8,124.56,2450,1109.716461
3258,10,10,1000,10,10,10,700,3.05433848,65.2,124.56,5000,461.7877577
3259,10,20,1000,10,10,10,700,3.05433848,16.3,124.56,5000,923.5755155
3260,10,40,1000,10,10,10,700,3.05433848,20,124.56,5000,1847.151031
3261,20,10,1000,10,10,10,700,3.05433848,27.4,124.56,5000,461.7877577
3262,20,20,1000,10,10,10,700,3.05433848,28.9,124.56,5000,923.5755155
3263,20,40,1000,10,10,10,700,3.05433848,32.6,124.56,5000,1847.151031
3264,40,10,1000,10,10,10,700,3.05433848,40,124.56,5000,461.7877577
3265,40,20,1000,10,10,10,700,3.05433848,54.1,124.56,5000,923.5755155
3266,40,40,1000,10,10,10,700,3.05433848,57.8,124.56,5000,1847.151031
3267,10,10,1300,10,10,10,700,2.684984397,55.2,124.56,8450,491.8544592
3268,10,20,1300,10,10,10,700,2.684984397,62.4,124.56,8450,983.7089184
3269,10,40,1300,10,10,10,700,2.684984397,76.8,124.56,8450,1967.417837
3270,20,10,1300,10,10,10,700,2.684984397,103.2,124.56,8450,491.8544592
3271,20,20,1300,10,10,10,700,2.684984397,110.4,124.56,8450,983.7089184
3272,20,40,1300,10,10,10,700,2.684984397,124.8,124.56,8450,1967.417837
3273,40,10,1300,10,10,10,700,2.684984397,31.2,124.56,8450,491.8544592
3274,40,20,1300,10,10,10,700,2.684984397,38.4,124.56,8450,983.7089184
3275,40,40,1300,10,10,10,700,2.684984397,52.8,124.56,8450,1967.417837
3276,10,10,400,10,70,100,400,5.116456789,33.4,109.44,800,255.186706
3277,10,20,400,10,70,100,400,5.116456789,38.4,109.44,800,510.373412
3278,10,40,400,10,70,100,400,5.116456789,9.6,109.44,800,1020.746824
3279,20,10,400,10,70,100,400,5.116456789,12.1,109.44,800,255.186706
3280,20,20,400,10,70,100,400,5.116456789,17.1,109.44,800,510.373412
3281,20,40,400,10,70,100,400,5.116456789,16.7,109.44,800,1020.746824
3282,40,10,400,10,70,100,400,5.116456789,19.2,109.44,800,255.186706
3283,40,20,400,10,70,100,400,5.116456789,24.2,109.44,800,510.373412
3284,40,40,400,10,70,100,400,5.116456789,30.9,109.44,800,1020.746824
3285,10,10,700,10,70,100,400,7.744163622,20.1,109.44,2450,331.035719
3286,10,20,700,10,70,100,400,7.744163622,17.8,109.44,2450,662.0714381
3287,10,40,700,10,70,100,400,7.744163622,21,109.44,2450,1324.142876
3288,20,10,700,10,70,100,400,7.744163622,27.4,109.44,2450,331.035719
3289,20,20,700,10,70,100,400,7.744163622,32.4,109.44,2450,662.0714381
3290,20,40,700,10,70,100,400,7.744163622,35.6,109.44,2450,1324.142876
3291,40,10,700,10,70,100,400,7.744163622,42,109.44,2450,331.035719
3292,40,20,700,10,70,100,400,7.744163622,10.5,109.44,2450,662.0714381
3293,40,40,700,10,70,100,400,7.744163622,13.7,109.44,2450,1324.142876
3294,10,10,1000,10,70,100,400,6.205310501,39.4,109.44,5000,443.1935531
3295,10,20,1000,10,70,100,400,6.205310501,43.2,109.44,5000,886.3871063
3296,10,40,1000,10,70,100,400,6.205310501,50.8,109.44,5000,1772.774213
3297,20,10,1000,10,70,100,400,6.205310501,12.7,109.44,5000,443.1935531
3298,20,20,1000,10,70,100,400,6.205310501,16.5,109.44,5000,886.3871063
3299,20,40,1000,10,70,100,400,6.205310501,24.1,109.44,5000,1772.774213
3300,40,10,1000,10,70,100,400,6.205310501,21.6,109.44,5000,443.1935531
3301,40,20,1000,10,70,100,400,6.205310501,25.4,109.44,5000,886.3871063
3302,40,40,1000,10,70,100,400,6.205310501,33,109.44,5000,1772.774213
3303,10,10,1300,10,70,100,400,5.546197912,28.9,109.44,8450,466.5413057
3304,10,20,1300,10,70,100,400,5.546197912,41.7,109.44,8450,933.0826115
3305,10,40,1300,10,70,100,400,5.546197912,38.6,109.44,8450,1866.165223
3306,20,10,1300,10,70,100,400,5.546197912,45,109.44,8450,466.5413057
3307,20,20,1300,10,70,100,400,5.546197912,57.8,109.44,8450,933.0826115
3308,20,40,1300,10,70,100,400,5.546197912,70.8,109.44,8450,1866.165223
3309,40,10,1300,10,70,100,400,5.546197912,77.2,109.44,8450,466.5413057
3310,40,20,1300,10,70,100,400,5.546197912,90,109.44,8450,933.0826115
3311,40,40,1300,10,70,100,400,5.546197912,22.5,109.44,8450,1866.165223
3312,10,10,400,10,100,70,400,6.787284457,24.6,107.28,800,253.1012747
3313,10,20,400,10,100,70,400,6.787284457,31,107.28,800,506.2025494
3314,10,40,400,10,100,70,400,6.787284457,33.6,107.28,800,1012.405099
3315,20,10,400,10,100,70,400,6.787284457,38.8,107.28,800,253.1012747
3316,20,20,400,10,100,70,400,6.787284457,9.7,107.28,800,506.2025494
3317,20,40,400,10,100,70,400,6.787284457,12.3,107.28,800,1012.405099
3318,40,10,400,10,100,70,400,6.787284457,17.5,107.28,800,253.1012747
3319,40,20,400,10,100,70,400,6.787284457,16.8,107.28,800,506.2025494
3320,40,40,400,10,100,70,400,6.787284457,19.4,107.28,800,1012.405099
3321,10,10,700,10,100,70,400,8.893928701,10.6,107.28,2450,336.506432
3322,10,20,700,10,100,70,400,8.893928701,13.9,107.28,2450,673.012864
3323,10,40,700,10,100,70,400,8.893928701,20.5,107.28,2450,1346.025728
3324,20,10,700,10,100,70,400,8.893928701,17.9,107.28,2450,336.506432
3325,20,20,700,10,100,70,400,8.893928701,21.2,107.28,2450,673.012864
3326,20,40,700,10,100,70,400,8.893928701,27.8,107.28,2450,1346.025728
3327,40,10,700,10,100,70,400,8.893928701,32.5,107.28,2450,336.506432
3328,40,20,700,10,100,70,400,8.893928701,35.8,107.28,2450,673.012864
3329,40,40,700,10,100,70,400,8.893928701,42.4,107.28,2450,1346.025728
3330,10,10,1000,10,100,70,400,7.533747946,25.2,107.28,5000,443.0043395
3331,10,20,1000,10,100,70,400,7.533747946,32.6,107.28,5000,886.008679
3332,10,40,1000,10,100,70,400,7.533747946,39.3,107.28,5000,1772.017358
3333,20,10,1000,10,100,70,400,7.533747946,43,107.28,5000,443.0043395
3334,20,20,1000,10,100,70,400,7.533747946,50.4,107.28,5000,886.008679
3335,20,40,1000,10,100,70,400,7.533747946,12.6,107.28,5000,1772.017358
3336,40,10,1000,10,100,70,400,7.533747946,16.3,107.28,5000,443.0043395
3337,40,20,1000,10,100,70,400,7.533747946,23.7,107.28,5000,886.008679
3338,40,40,1000,10,100,70,400,7.533747946,21.5,107.28,5000,1772.017358
3339,10,10,1300,10,100,70,400,7.208416444,105.2,107.28,8450,462.9436841
3340,10,20,1300,10,100,70,400,7.208416444,26.3,107.28,8450,925.8873683
3341,10,40,1300,10,100,70,400,7.208416444,32.5,107.28,8450,1851.774737
3342,20,10,1300,10,100,70,400,7.208416444,44.9,107.28,8450,462.9436841
3343,20,20,1300,10,100,70,400,7.208416444,46.4,107.28,8450,925.8873683
3344,20,40,1300,10,100,70,400,7.208416444,52.6,107.28,8450,1851.774737
3345,40,10,1300,10,100,70,400,7.208416444,65,107.28,8450,462.9436841
3346,40,20,1300,10,100,70,400,7.208416444,86.6,107.28,8450,925.8873683
3347,40,40,1300,10,100,70,400,7.208416444,92.8,107.28,8450,1851.774737
3348,10,10,400,70,10,70,400,7.534518715,15.4,107.28,800,264.204306
3349,10,20,400,70,10,70,400,7.534518715,18,107.28,800,528.4086119
3350,10,40,400,70,10,70,400,7.534518715,23.2,107.28,800,1056.817224
3351,20,10,400,70,10,70,400,7.534518715,28.2,107.28,800,264.204306
3352,20,20,400,70,10,70,400,7.534518715,30.8,107.28,800,528.4086119
3353,20,40,400,70,10,70,400,7.534518715,36,107.28,800,1056.817224
3354,40,10,400,70,10,70,400,7.534518715,9,107.28,800,264.204306
3355,40,20,400,70,10,70,400,7.534518715,11.6,107.28,800,528.4086119
3356,40,40,400,70,10,70,400,7.534518715,16.8,107.28,800,1056.817224
3357,10,10,700,70,10,70,400,9.747255622,33,107.28,2450,378.9067853
3358,10,20,700,70,10,70,400,9.747255622,39.6,107.28,2450,757.8135706
3359,10,40,700,70,10,70,400,9.747255622,9.9,107.28,2450,1515.627141
3360,20,10,700,70,10,70,400,9.747255622,13.2,107.28,2450,378.9067853
3361,20,20,700,70,10,70,400,9.747255622,19.8,107.28,2450,757.8135706
3362,20,40,700,70,10,70,400,9.747255622,16.5,107.28,2450,1515.627141
3363,40,10,700,70,10,70,400,9.747255622,19.8,107.28,2450,378.9067853
3364,40,20,700,70,10,70,400,9.747255622,26.4,107.28,2450,757.8135706
3365,40,40,700,70,10,70,400,9.747255622,29.7,107.28,2450,1515.627141
3366,10,10,1000,70,10,70,400,8.382662491,23.1,107.28,5000,470.5890573
3367,10,20,1000,70,10,70,400,8.382662491,20.3,107.28,5000,941.1781147
3368,10,40,1000,70,10,70,400,8.382662491,24,107.28,5000,1882.356229
3369,20,10,1000,70,10,70,400,8.382662491,31.4,107.28,5000,470.5890573
3370,20,20,1000,70,10,70,400,8.382662491,36.9,107.28,5000,941.1781147
3371,20,40,1000,70,10,70,400,8.382662491,40.6,107.28,5000,1882.356229
3372,40,10,1000,70,10,70,400,8.382662491,48,107.28,5000,470.5890573
3373,40,20,1000,70,10,70,400,8.382662491,12,107.28,5000,941.1781147
3374,40,40,1000,70,10,70,400,8.382662491,15.7,107.28,5000,1882.356229
3375,10,10,1300,70,10,70,400,8.193538366,74.4,107.28,8450,488.8321029
3376,10,20,1300,70,10,70,400,8.193538366,80.8,107.28,8450,977.6642058
3377,10,40,1300,70,10,70,400,8.193538366,93.6,107.28,8450,1955.328412
3378,20,10,1300,70,10,70,400,8.193538366,23.4,107.28,8450,488.8321029
3379,20,20,1300,70,10,70,400,8.193538366,29.8,107.28,8450,977.6642058
3380,20,40,1300,70,10,70,400,8.193538366,42.6,107.28,8450,1955.328412
3381,40,10,1300,70,10,70,400,8.193538366,40.4,107.28,8450,488.8321029
3382,40,20,1300,70,10,70,400,8.193538366,46.8,107.28,8450,977.6642058
3383,40,40,1300,70,10,70,400,8.193538366,59.6,107.28,8450,1955.328412
3384,10,10,400,70,40,40,400,9.056777462,11.2,105.12,800,259.5304775
3385,10,20,400,70,40,40,400,9.056777462,16.4,105.12,800,519.0609549
3386,10,40,400,70,40,40,400,9.056777462,14.6,105.12,800,1038.12191
3387,20,10,400,70,40,40,400,9.056777462,17.2,105.12,800,259.5304775
3388,20,20,400,70,40,40,400,9.056777462,22.4,105.12,800,519.0609549
3389,20,40,400,70,40,40,400,9.056777462,26.6,105.12,800,1038.12191
3390,40,10,400,70,40,40,400,9.056777462,29.2,105.12,800,259.5304775
3391,40,20,400,70,40,40,400,9.056777462,34.4,105.12,800,519.0609549
3392,40,40,400,70,40,40,400,9.056777462,8.6,105.12,800,1038.12191
3393,10,10,700,70,40,40,400,11.22114613,25.8,105.12,2450,381.9374431
3394,10,20,700,70,40,40,400,11.22114613,28.5,105.12,2450,763.8748863
3395,10,40,700,70,40,40,400,11.22114613,31.8,105.12,2450,1527.749773
3396,20,10,700,70,40,40,400,11.22114613,38.4,105.12,2450,381.9374431
3397,20,20,700,70,40,40,400,11.22114613,9.6,105.12,2450,763.8748863
3398,20,40,700,70,40,40,400,11.22114613,12.9,105.12,2450,1527.749773
3399,40,10,700,70,40,40,400,11.22114613,19.5,105.12,2450,381.9374431
3400,40,20,700,70,40,40,400,11.22114613,15.9,105.12,2450,763.8748863
3401,40,40,700,70,40,40,400,11.22114613,19.2,105.12,2450,1527.749773
3402,10,10,1000,70,40,40,400,9.331219661,11.4,105.12,5000,469.8898106
3403,10,20,1000,70,40,40,400,9.331219661,15,105.12,5000,939.7796211
3404,10,40,1000,70,40,40,400,9.331219661,22.2,105.12,5000,1879.559242
3405,20,10,1000,70,40,40,400,9.331219661,19.2,105.12,5000,469.8898106
3406,20,20,1000,70,40,40,400,9.331219661,22.8,105.12,5000,939.7796211
3407,20,40,1000,70,40,40,400,9.331219661,30,105.12,5000,1879.559242
3408,40,10,1000,70,40,40,400,9.331219661,34.8,105.12,5000,469.8898106
3409,40,20,1000,70,40,40,400,9.331219661,38.4,105.12,5000,939.7796211
3410,40,40,1000,70,40,40,400,9.331219661,45.6,105.12,5000,1879.559242
3411,10,10,1300,70,40,40,400,9.41969733,45.4,105.12,8450,486.4603155
3412,10,20,1300,70,40,40,400,9.41969733,59.4,105.12,8450,972.9206309
3413,10,40,1300,70,40,40,400,9.41969733,69.8,105.12,8450,1945.841262
3414,20,10,1300,70,40,40,400,9.41969733,76.8,105.12,8450,486.4603155
3415,20,20,1300,70,40,40,400,9.41969733,90.8,105.12,8450,972.9206309
3416,20,40,1300,70,40,40,400,9.41969733,22.7,105.12,8450,1945.841262
3417,40,10,1300,70,40,40,400,9.41969733,29.7,105.12,8450,486.4603155
3418,40,20,1300,70,40,40,400,9.41969733,43.7,105.12,8450,972.9206309
3419,40,40,1300,70,40,40,400,9.41969733,38.4,105.12,8450,1945.841262
3420,10,10,400,70,70,10,400,10.04829159,34,102.96,800,253.9292193
3421,10,20,400,70,70,10,400,10.04829159,8.5,102.96,800,507.8584386
3422,10,40,400,70,70,10,400,10.04829159,11.1,102.96,800,1015.716877
3423,20,10,400,70,70,10,400,10.04829159,16.3,102.96,800,253.9292193
3424,20,20,400,70,70,10,400,10.04829159,14.4,102.96,800,507.8584386
3425,20,40,400,70,70,10,400,10.04829159,17,102.96,800,1015.716877
3426,40,10,400,70,70,10,400,10.04829159,22.2,102.96,800,253.9292193
3427,40,20,400,70,70,10,400,10.04829159,26.2,102.96,800,507.8584386
3428,40,40,400,70,70,10,400,10.04829159,28.8,102.96,800,1015.716877
3429,10,10,700,70,70,10,400,12.32535261,15.7,102.96,2450,377.7964167
3430,10,20,700,70,70,10,400,12.32535261,19,102.96,2450,755.5928335
3431,10,40,700,70,70,10,400,12.32535261,25.6,102.96,2450,1511.185667
3432,20,10,700,70,70,10,400,12.32535261,28.1,102.96,2450,377.7964167
3433,20,20,700,70,70,10,400,12.32535261,31.4,102.96,2450,755.5928335
3434,20,40,700,70,70,10,400,12.32535261,38,102.96,2450,1511.185667
