Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
10,10,500,20,40,20,300,16.83231138,16.00581522,63,1250,256.2524405
10,20,500,20,40,20,300,16.83231138,19.32772342,63,1250,512.504881
10,40,500,20,40,20,300,16.83231138,25.97153983,63,1250,1025.009762
20,10,500,20,40,20,300,16.83231138,6.492884958,63,1250,256.2524405
20,20,500,20,40,20,300,16.83231138,9.814793162,63,1250,512.504881
20,40,500,20,40,20,300,16.83231138,16.45860957,63,1250,1025.009762
40,10,500,20,40,20,300,16.83231138,9.663861712,63,1250,256.2524405
40,20,500,20,40,20,300,16.83231138,12.98576992,63,1250,512.504881
40,40,500,20,40,20,300,16.83231138,19.62958632,63,1250,1025.009762
10,10,600,20,40,20,300,17.27202876,10.10429397,63,1800,294.5047328
10,20,600,20,40,20,300,17.27202876,17.05146178,63,1800,589.0094656
10,40,600,20,40,20,300,17.27202876,9.787836215,63,1800,1178.018931
20,10,600,20,40,20,300,17.27202876,13.26142012,63,1800,294.5047328
20,20,600,20,40,20,300,17.27202876,20.20858794,63,1800,589.0094656
20,40,600,20,40,20,300,17.27202876,16.10208852,63,1800,1178.018931
40,10,600,20,40,20,300,17.27202876,19.57567243,63,1800,294.5047328
40,20,600,20,40,20,300,17.27202876,26.52284024,63,1800,589.0094656
40,40,600,20,40,20,300,17.27202876,6.630710061,63,1800,1178.018931
10,10,700,20,40,20,300,16.79639141,20.59642008,63,2450,316.3506335
10,20,700,20,40,20,300,16.79639141,16.53969396,63,2450,632.7012669
10,40,700,20,40,20,300,16.79639141,20.06157199,63,2450,1265.402534
20,10,700,20,40,20,300,16.79639141,27.10532804,63,2450,316.3506335
20,20,700,20,40,20,300,16.79639141,6.776332011,63,2450,632.7012669
20,40,700,20,40,20,300,16.79639141,10.29821004,63,2450,1265.402534
40,10,700,20,40,20,300,16.79639141,17.3419661,63,2450,316.3506335
40,20,700,20,40,20,300,16.79639141,10.03078599,63,2450,632.7012669
40,40,700,20,40,20,300,16.79639141,13.55266402,63,2450,1265.402534
10,10,500,40,20,20,300,16.42458471,6.532914445,64.44,1250,258.5025682
10,20,500,40,20,20,300,16.42458471,9.794507155,64.44,1250,517.0051364
10,40,500,40,20,20,300,16.42458471,16.31769258,64.44,1250,1034.010273
20,10,500,40,20,20,300,16.42458471,9.80423618,64.44,1250,258.5025682
20,20,500,40,20,20,300,16.42458471,13.06582889,64.44,1250,517.0051364
20,40,500,40,20,20,300,16.42458471,19.58901431,64.44,1250,1034.010273
40,10,500,40,20,20,300,16.42458471,16.34687965,64.44,1250,258.5025682
40,20,500,40,20,20,300,16.42458471,19.60847236,64.44,1250,517.0051364
40,40,500,40,20,20,300,16.42458471,26.13165778,64.44,1250,1034.010273
10,10,600,40,20,20,300,17.12134598,12.99531472,64.44,1800,303.3796582
10,20,600,40,20,20,300,17.12134598,19.551371,64.44,1800,606.7593163
10,40,600,40,20,20,300,17.12134598,16.15654501,64.44,1800,1213.518633
20,10,600,40,20,20,300,17.12134598,19.43457315,64.44,1800,303.3796582
20,20,600,40,20,20,300,17.12134598,25.99062943,64.44,1800,606.7593163
20,40,600,40,20,20,300,17.12134598,6.497657358,64.44,1800,1213.518633
40,10,600,40,20,20,300,17.12134598,9.775685499,64.44,1800,303.3796582
40,20,600,40,20,20,300,17.12134598,16.33174178,64.44,1800,606.7593163
40,40,600,40,20,20,300,17.12134598,9.717286575,64.44,1800,1213.518633
10,10,700,40,20,20,300,16.86190607,26.97878798,64.44,2450,326.7220942
10,20,700,40,20,20,300,16.86190607,6.744696994,64.44,2450,653.4441884
10,40,700,40,20,20,300,16.86190607,10.07664971,64.44,2450,1306.888377
20,10,700,40,20,20,300,16.86190607,16.74055514,64.44,2450,326.7220942
20,20,700,40,20,20,300,16.86190607,10.15744127,64.44,2450,653.4441884
20,40,700,40,20,20,300,16.86190607,13.48939399,64.44,2450,1306.888377
40,10,700,40,20,20,300,16.86190607,20.15329942,64.44,2450,326.7220942
40,20,700,40,20,20,300,16.86190607,16.98292983,64.44,2450,653.4441884
40,40,700,40,20,20,300,16.86190607,20.31488254,64.44,2450,1306.888377
10,10,500,20,20,60,300,15.68840338,10.36705865,68.76,1250,254.3709402
10,20,500,20,20,60,300,15.68840338,13.46708183,68.76,1250,508.7418804
10,40,500,20,20,60,300,15.68840338,19.66712819,68.76,1250,1017.483761
20,10,500,20,20,60,300,15.68840338,17.63409412,68.76,1250,254.3709402
20,20,500,20,20,60,300,15.68840338,20.7341173,68.76,1250,508.7418804
20,40,500,20,20,60,300,15.68840338,26.93416366,68.76,1250,1017.483761
40,10,500,20,20,60,300,15.68840338,6.733540915,68.76,1250,254.3709402
40,20,500,20,20,60,300,15.68840338,9.833564096,68.76,1250,508.7418804
40,40,500,20,20,60,300,15.68840338,16.03361046,68.76,1250,1017.483761
10,10,600,20,20,60,300,16.67596917,21.38564424,68.76,1800,312.3773364
10,20,600,20,20,60,300,16.67596917,27.86151771,68.76,1800,624.7546729
10,40,600,20,20,60,300,16.67596917,6.965379427,68.76,1800,1249.509346
20,10,600,20,20,60,300,16.67596917,10.20331616,68.76,1800,312.3773364
20,20,600,20,20,60,300,16.67596917,16.67918963,68.76,1800,624.7546729
20,40,600,20,20,60,300,16.67596917,10.69282212,68.76,1800,1249.509346
40,10,600,20,20,60,300,16.67596917,13.93075885,68.76,1800,312.3773364
40,20,600,20,20,60,300,16.67596917,20.40663232,68.76,1800,624.7546729
40,40,600,20,20,60,300,16.67596917,18.14770751,68.76,1800,1249.509346
10,10,700,20,20,60,300,16.26663419,16.9717852,68.76,2450,340.2429665
10,20,700,20,20,60,300,16.26663419,10.95126186,68.76,2450,680.485933
10,40,700,20,20,60,300,16.26663419,14.23587736,68.76,2450,1360.971866
20,10,700,20,20,60,300,16.26663419,20.80510837,68.76,2450,340.2429665
20,20,700,20,20,60,300,16.26663419,18.61790821,68.76,2450,680.485933
20,40,700,20,20,60,300,16.26663419,21.90252371,68.76,2450,1360.971866
40,10,700,20,20,60,300,16.26663419,28.47175472,68.76,2450,340.2429665
40,20,700,20,20,60,300,16.26663419,7.11793868,68.76,2450,680.485933
40,40,700,20,20,60,300,16.26663419,10.40255419,68.76,2450,1360.971866
10,10,500,20,40,40,300,15.81458546,17.25408981,67.32,1250,252.5173095
10,20,500,20,40,40,300,15.81458546,20.3604807,67.32,1250,505.034619
10,40,500,20,40,40,300,15.81458546,26.57326248,67.32,1250,1010.069238
20,10,500,20,40,40,300,15.81458546,6.643315619,67.32,1250,252.5173095
20,20,500,20,40,40,300,15.81458546,9.749706507,67.32,1250,505.034619
20,40,500,20,40,40,300,15.81458546,15.96248828,67.32,1250,1010.069238
40,10,500,20,40,40,300,15.81458546,10.18024035,67.32,1250,252.5173095
40,20,500,20,40,40,300,15.81458546,13.28663124,67.32,1250,505.034619
40,40,500,20,40,40,300,15.81458546,19.49941301,67.32,1250,1010.069238
10,10,600,20,40,40,300,16.64039241,10.07935999,67.32,1800,306.9969611
10,20,600,20,40,40,300,16.64039241,16.6588466,67.32,1800,613.9939222
10,40,600,20,40,40,300,16.64039241,10.28949008,67.32,1800,1227.987844
20,10,600,20,40,40,300,16.64039241,13.57923338,67.32,1800,306.9969611
20,20,600,20,40,40,300,16.64039241,20.15871998,67.32,1800,613.9939222
20,40,600,20,40,40,300,16.64039241,17.28923685,67.32,1800,1227.987844
40,10,600,20,40,40,300,16.64039241,20.57898016,67.32,1800,306.9969611
40,20,600,20,40,40,300,16.64039241,27.15846676,67.32,1800,613.9939222
40,40,600,20,40,40,300,16.64039241,6.78961669,67.32,1800,1227.987844
10,10,700,20,40,40,300,16.20960764,21.31807633,67.32,2450,335.1618888
10,20,700,20,40,40,300,16.20960764,18.44300541,67.32,2450,670.3237775
10,40,700,20,40,40,300,16.20960764,21.8991693,67.32,2450,1340.647555
20,10,700,20,40,40,300,16.20960764,28.81149709,67.32,2450,335.1618888
20,20,700,20,40,40,300,16.20960764,7.202874272,67.32,2450,670.3237775
20,40,700,20,40,40,300,16.20960764,10.65903817,67.32,2450,1340.647555
40,10,700,20,40,40,300,16.20960764,17.57136595,67.32,2450,335.1618888
40,20,700,20,40,40,300,16.20960764,10.94958465,67.32,2450,670.3237775
40,40,700,20,40,40,300,16.20960764,14.40574854,67.32,2450,1340.647555
10,10,500,20,60,20,300,15.46449972,6.352657894,65.88,1250,247.8243797
10,20,500,20,60,20,300,15.46449972,9.402852401,65.88,1250,495.6487595
10,40,500,20,60,20,300,15.46449972,15.50324142,65.88,1250,991.2975189
20,10,500,20,60,20,300,15.46449972,9.655121281,65.88,1250,247.8243797
20,20,500,20,60,20,300,15.46449972,12.70531579,65.88,1250,495.6487595
20,40,500,20,60,20,300,15.46449972,18.8057048,65.88,1250,991.2975189
40,10,500,20,60,20,300,15.46449972,16.26004806,65.88,1250,247.8243797
40,20,500,20,60,20,300,15.46449972,19.31024256,65.88,1250,495.6487595
40,40,500,20,60,20,300,15.46449972,25.41063158,65.88,1250,991.2975189
10,10,600,20,60,20,300,16.72398049,13.32871298,65.88,1800,299.5778552
10,20,600,20,60,20,300,16.72398049,19.72664225,65.88,1800,599.1557103
10,40,600,20,60,20,300,16.72398049,17.06053204,65.88,1800,1198.311421
20,10,600,20,60,20,300,16.72398049,20.25949668,65.88,1800,299.5778552
20,20,600,20,60,20,300,16.72398049,26.65742595,65.88,1800,599.1557103
20,40,600,20,60,20,300,16.72398049,6.664356488,65.88,1800,1198.311421
40,10,600,20,60,20,300,16.72398049,9.863321125,65.88,1800,299.5778552
40,20,600,20,60,20,300,16.72398049,16.2612504,65.88,1800,599.1557103
40,40,600,20,60,20,300,16.72398049,10.12974834,65.88,1800,1198.311421
10,10,700,20,60,20,300,16.02636954,28.31085752,65.88,2450,327.1256945
10,20,700,20,60,20,300,16.02636954,7.077714381,65.88,2450,654.251389
10,40,700,20,60,20,300,16.02636954,10.58624544,65.88,2450,1308.502778
20,10,700,20,60,20,300,16.02636954,17.60330755,65.88,2450,327.1256945
20,20,700,20,60,20,300,16.02636954,10.64689771,65.88,2450,654.251389
20,40,700,20,60,20,300,16.02636954,14.15542876,65.88,2450,1308.502778
40,10,700,20,60,20,300,16.02636954,21.17249088,65.88,2450,327.1256945
40,20,700,20,60,20,300,16.02636954,17.78526435,65.88,2450,654.251389
40,40,700,20,60,20,300,16.02636954,21.29379541,65.88,2450,1308.502778
10,10,500,40,20,40,300,15.90202645,10.19681106,68.76,1250,261.5201029
10,20,500,40,20,40,300,15.90202645,13.36028859,68.76,1250,523.0402058
10,40,500,40,20,40,300,15.90202645,19.68724366,68.76,1250,1046.080412
20,10,500,40,20,40,300,15.90202645,17.23014459,68.76,1250,261.5201029
20,20,500,40,20,40,300,15.90202645,20.39362212,68.76,1250,523.0402058
20,40,500,40,20,40,300,15.90202645,26.72057718,68.76,1250,1046.080412
40,10,500,40,20,40,300,15.90202645,6.680144296,68.76,1250,261.5201029
40,20,500,40,20,40,300,15.90202645,9.843621828,68.76,1250,523.0402058
40,40,500,40,20,40,300,15.90202645,16.17057689,68.76,1250,1046.080412
10,10,600,40,20,40,300,16.63801845,20.96126814,68.76,1800,314.7352738
10,20,600,40,20,40,300,16.63801845,27.21866805,68.76,1800,629.4705476
10,40,600,40,20,40,300,16.63801845,6.804667013,68.76,1800,1258.941095
20,10,600,40,20,40,300,16.63801845,9.933366971,68.76,1800,314.7352738
20,20,600,40,20,40,300,16.63801845,16.19076689,68.76,1800,629.4705476
20,40,600,40,20,40,300,16.63801845,10.48063407,68.76,1800,1258.941095
40,10,600,40,20,40,300,16.63801845,13.60933403,68.76,1800,314.7352738
40,20,600,40,20,40,300,16.63801845,19.86673394,68.76,1800,629.4705476
40,40,600,40,20,40,300,16.63801845,17.83256818,68.76,1800,1258.941095
10,10,700,40,20,40,300,16.4353251,16.64485785,68.76,2450,343.6214341
10,20,700,40,20,40,300,16.4353251,10.94672489,68.76,2450,687.2428681
10,40,700,40,20,40,300,16.4353251,14.13858072,68.76,2450,1374.485736
20,10,700,40,20,40,300,16.4353251,20.52229238,68.76,2450,343.6214341
20,20,700,40,20,40,300,16.4353251,18.70159395,68.76,2450,687.2428681
20,40,700,40,20,40,300,16.4353251,21.89344978,68.76,2450,1374.485736
40,10,700,40,20,40,300,16.4353251,28.27716144,68.76,2450,343.6214341
40,20,700,40,20,40,300,16.4353251,7.06929036,68.76,2450,687.2428681
40,40,700,40,20,40,300,16.4353251,10.26114619,68.76,2450,1374.485736
10,10,500,40,40,20,300,16.17848885,16.78643372,67.32,1250,257.6566032
10,20,500,40,40,20,300,16.17848885,19.82082027,67.32,1250,515.3132063
10,40,500,40,40,20,300,16.17848885,25.88959336,67.32,1250,1030.626413
20,10,500,40,40,20,300,16.17848885,6.472398341,67.32,1250,257.6566032
20,20,500,40,40,20,300,16.17848885,9.506784889,67.32,1250,515.3132063
20,40,500,40,40,20,300,16.17848885,15.57555798,67.32,1250,1030.626413
40,10,500,40,40,20,300,16.17848885,9.910410134,67.32,1250,257.6566032
40,20,500,40,40,20,300,16.17848885,12.94479668,67.32,1250,515.3132063
40,40,500,40,40,20,300,16.17848885,19.01356978,67.32,1250,1030.626413
10,10,600,40,40,20,300,16.72786666,9.852452604,67.32,1800,307.9472889
10,20,600,40,40,20,300,16.72786666,16.16225895,67.32,1800,615.8945777
10,40,600,40,40,20,300,16.72786666,10.24019569,67.32,1800,1231.789155
20,10,600,40,40,20,300,16.72786666,13.39509886,67.32,1800,307.9472889
20,20,600,40,40,20,300,16.72786666,19.70490521,67.32,1800,615.8945777
20,40,600,40,40,20,300,16.72786666,17.32548821,67.32,1800,1231.789155
40,10,600,40,40,20,300,16.72786666,20.48039138,67.32,1800,307.9472889
40,20,600,40,40,20,300,16.72786666,26.79019772,67.32,1800,615.8945777
40,40,600,40,40,20,300,16.72786666,6.697549431,67.32,1800,1231.789155
10,10,700,40,40,20,300,16.16896143,20.31763463,67.32,2450,336.2555642
10,20,700,40,40,20,300,16.16896143,17.82597461,67.32,2450,672.5111285
10,40,700,40,40,20,300,16.16896143,21.08444528,67.32,2450,1345.022257
20,10,700,40,40,20,300,16.16896143,27.6013866,67.32,2450,336.2555642
20,20,700,40,40,20,300,16.16896143,6.900346651,67.32,2450,672.5111285
20,40,700,40,40,20,300,16.16896143,10.15881732,67.32,2450,1345.022257
40,10,700,40,40,20,300,16.16896143,16.67575864,67.32,2450,336.2555642
40,20,700,40,40,20,300,16.16896143,10.54222264,67.32,2450,672.5111285
40,40,700,40,40,20,300,16.16896143,13.8006933,67.32,2450,1345.022257
10,10,500,20,40,60,300,14.09730155,6.937090823,71.64,1250,246.3463171
10,20,500,20,40,60,300,14.09730155,9.970349916,71.64,1250,492.6926342
10,40,500,20,40,60,300,14.09730155,16.0368681,71.64,1250,985.3852684
20,10,500,20,40,60,300,14.09730155,10.84092255,71.64,1250,246.3463171
20,20,500,20,40,60,300,14.09730155,13.87418165,71.64,1250,492.6926342
20,40,500,20,40,60,300,14.09730155,19.94069983,71.64,1250,985.3852684
40,10,500,20,40,60,300,14.09730155,18.64858601,71.64,1250,246.3463171
40,20,500,20,40,60,300,14.09730155,21.68184511,71.64,1250,492.6926342
40,40,500,20,40,60,300,14.09730155,27.74836329,71.64,1250,985.3852684
10,10,600,20,40,60,300,15.72142053,14.64661751,71.64,1800,310.3933201
10,20,600,20,40,60,300,15.72142053,21.0026156,71.64,1800,620.7866401
10,40,600,20,40,60,300,15.72142053,19.7592379,71.64,1800,1241.57328
20,10,600,20,40,60,300,15.72142053,22.93723694,71.64,1800,310.3933201
20,20,600,20,40,60,300,15.72142053,29.29323502,71.64,1800,620.7866401
20,40,600,20,40,60,300,15.72142053,7.323308756,71.64,1800,1241.57328
40,10,600,20,40,60,300,15.72142053,10.5013078,71.64,1800,310.3933201
40,20,600,20,40,60,300,15.72142053,16.85730588,71.64,1800,620.7866401
40,40,600,20,40,60,300,15.72142053,11.46861847,71.64,1800,1241.57328
10,10,700,20,40,60,300,15.09645933,29.54427763,71.64,2450,346.2286697
10,20,700,20,40,60,300,15.09645933,7.386069408,71.64,2450,692.4573393
10,40,700,20,40,60,300,15.09645933,10.50789791,71.64,2450,1384.914679
20,10,700,20,40,60,300,15.09645933,16.75155491,71.64,2450,346.2286697
20,20,700,20,40,60,300,15.09645933,11.65031031,71.64,2450,692.4573393
20,40,700,20,40,60,300,15.09645933,14.77213882,71.64,2450,1384.914679
40,10,700,20,40,60,300,15.09645933,21.01579582,71.64,2450,346.2286697
40,20,700,20,40,60,300,15.09645933,20.17879213,71.64,2450,692.4573393
40,40,700,20,40,60,300,15.09645933,23.30062063,71.64,2450,1384.914679
10,10,500,20,60,40,300,14.39830735,10.54576835,70.2,1250,243.9597381
10,20,500,20,60,40,300,14.39830735,13.574081,70.2,1250,487.9194762
10,40,500,20,60,40,300,14.39830735,19.63070628,70.2,1250,975.8389523
20,10,500,20,60,40,300,14.39830735,18.06322406,70.2,1250,243.9597381
20,20,500,20,60,40,300,14.39830735,21.0915367,70.2,1250,487.9194762
20,40,500,20,60,40,300,14.39830735,27.14816199,70.2,1250,975.8389523
40,10,500,20,60,40,300,14.39830735,6.787040498,70.2,1250,243.9597381
40,20,500,20,60,40,300,14.39830735,9.815353142,70.2,1250,487.9194762
40,40,500,20,60,40,300,14.39830735,15.87197843,70.2,1250,975.8389523
10,10,600,20,60,40,300,15.45891325,22.14310114,70.2,1800,305.3878956
10,20,600,20,60,40,300,15.45891325,28.35377217,70.2,1800,610.7757912
10,40,600,20,60,40,300,15.45891325,7.088443043,70.2,1800,1221.551582
20,10,600,20,60,40,300,15.45891325,10.19377856,70.2,1800,305.3878956
20,20,600,20,60,40,300,15.45891325,16.4044496,70.2,1800,610.7757912
20,40,600,20,60,40,300,15.45891325,11.07155057,70.2,1800,1221.551582
40,10,600,20,60,40,300,15.45891325,14.17688609,70.2,1800,305.3878956
40,20,600,20,60,40,300,15.45891325,20.38755712,70.2,1800,610.7757912
40,40,600,20,60,40,300,15.45891325,19.03776562,70.2,1800,1221.551582
10,10,700,20,60,40,300,15.23002118,17.0259927,70.2,2450,339.2087848
10,20,700,20,60,40,300,15.23002118,11.27440029,70.2,2450,678.4175697
10,40,700,20,60,40,300,15.23002118,14.52834102,70.2,2450,1356.835139
20,10,700,20,60,40,300,15.23002118,21.03622248,70.2,2450,339.2087848
20,20,700,20,60,40,300,15.23002118,19.29485986,70.2,2450,678.4175697
20,40,700,20,60,40,300,15.23002118,22.54880059,70.2,2450,1356.835139
40,10,700,20,60,40,300,15.23002118,29.05668204,70.2,2450,339.2087848
40,20,700,20,60,40,300,15.23002118,7.264170511,70.2,2450,678.4175697
40,40,700,20,60,40,300,15.23002118,10.51811124,70.2,2450,1356.835139
10,10,500,60,20,20,300,16.0119476,17.13506029,68.76,1250,265.8973148
10,20,500,60,20,20,300,16.0119476,20.13656369,68.76,1250,531.7946295
10,40,500,60,20,20,300,16.0119476,26.1395705,68.76,1250,1063.589259
20,10,500,60,20,20,300,16.0119476,6.534892624,68.76,1250,265.8973148
20,20,500,60,20,20,300,16.0119476,9.536396027,68.76,1250,531.7946295
20,40,500,60,20,20,300,16.0119476,15.53940283,68.76,1250,1063.589259
40,10,500,60,20,20,300,16.0119476,10.06828185,68.76,1250,265.8973148
40,20,500,60,20,20,300,16.0119476,13.06978525,68.76,1250,531.7946295
40,40,500,60,20,20,300,16.0119476,19.07279205,68.76,1250,1063.589259
10,10,600,60,20,20,300,16.75613955,9.92044857,68.76,1800,313.1180402
10,20,600,60,20,20,300,16.75613955,16.24705717,68.76,1800,626.2360804
10,40,600,60,20,20,300,16.75613955,10.35098424,68.76,1800,1252.472161
20,10,600,60,20,20,300,16.75613955,13.51428854,68.76,1800,313.1180402
20,20,600,60,20,20,300,16.75613955,19.84089714,68.76,1800,626.2360804
20,40,600,60,20,20,300,16.75613955,17.53866418,68.76,1800,1252.472161
40,10,600,60,20,20,300,16.75613955,20.70196848,68.76,1800,313.1180402
40,20,600,60,20,20,300,16.75613955,27.02857708,68.76,1800,626.2360804
40,40,600,60,20,20,300,16.75613955,6.75714427,68.76,1800,1252.472161
10,10,700,60,20,20,300,16.4389172,20.1264359,68.76,2450,343.6712101
10,20,700,60,20,20,300,16.4389172,18.29029652,68.76,2450,687.3424203
10,40,700,60,20,20,300,16.4389172,21.42780727,68.76,2450,1374.684841
20,10,700,60,20,20,300,16.4389172,27.70282878,68.76,2450,343.6712101
20,20,700,60,20,20,300,16.4389172,6.925707196,68.76,2450,687.3424203
20,40,700,60,20,20,300,16.4389172,10.06321795,68.76,2450,1374.684841
40,10,700,60,20,20,300,16.4389172,16.33823946,68.76,2450,343.6712101
40,20,700,60,20,20,300,16.4389172,10.71390364,68.76,2450,687.3424203
40,40,700,60,20,20,300,16.4389172,13.85141439,68.76,2450,1374.684841
10,10,500,40,20,60,300,14.33096357,6.929139694,73.08,1250,254.4119196
10,20,500,40,20,60,300,14.33096357,9.829830477,73.08,1250,508.8238391
10,40,500,40,20,60,300,14.33096357,15.63121204,73.08,1250,1017.647678
20,10,500,40,20,60,300,14.33096357,10.95758861,73.08,1250,254.4119196
20,20,500,40,20,60,300,14.33096357,13.85827939,73.08,1250,508.8238391
20,40,500,40,20,60,300,14.33096357,19.65966095,73.08,1250,1017.647678
40,10,500,40,20,60,300,14.33096357,19.01448643,73.08,1250,254.4119196
40,20,500,40,20,60,300,14.33096357,21.91517721,73.08,1250,508.8238391
40,40,500,40,20,60,300,14.33096357,27.71655878,73.08,1250,1017.647678
10,10,600,40,20,60,300,15.44498058,14.40498349,73.08,1800,315.3993563
10,20,600,40,20,60,300,15.44498058,20.47424675,73.08,1800,630.7987127
10,40,600,40,20,60,300,15.44498058,19.70607209,73.08,1800,1261.597425
20,10,600,40,20,60,300,15.44498058,22.74070372,73.08,1800,315.3993563
20,20,600,40,20,60,300,15.44498058,28.80996698,73.08,1800,630.7987127
20,40,600,40,20,60,300,15.44498058,7.202491745,73.08,1800,1261.597425
40,10,600,40,20,60,300,15.44498058,10.23712337,73.08,1800,315.3993563
40,20,600,40,20,60,300,15.44498058,16.30638663,73.08,1800,630.7987127
40,40,600,40,20,60,300,15.44498058,11.37035186,73.08,1800,1261.597425
10,10,700,40,20,60,300,15.29943922,30.52651957,73.08,2450,353.0019922
10,20,700,40,20,60,300,15.29943922,7.631629892,73.08,2450,706.0039843
10,40,700,40,20,60,300,15.29943922,10.97807814,73.08,2450,1412.007969
20,10,700,40,20,60,300,15.29943922,17.67097464,73.08,2450,353.0019922
20,20,700,40,20,60,300,15.29943922,11.91681154,73.08,2450,706.0039843
20,40,700,40,20,60,300,15.29943922,15.26325978,73.08,2450,1412.007969
40,10,700,40,20,60,300,15.29943922,21.95615628,73.08,2450,353.0019922
40,20,700,40,20,60,300,15.29943922,20.48717482,73.08,2450,706.0039843
40,40,700,40,20,60,300,15.29943922,23.83362307,73.08,2450,1412.007969
10,10,500,40,40,40,300,14.88516006,10.85754817,71.64,1250,253.7995408
10,20,500,40,40,40,300,14.88516006,13.80719125,71.64,1250,507.5990816
