Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
20,40,400,70,40,70,400,6.798882647,10.2,111.6,800,1042.760363
40,10,400,70,40,70,400,6.798882647,12.8,111.6,800,260.6900907
40,20,400,70,40,70,400,6.798882647,18,111.6,800,521.3801814
40,40,400,70,40,70,400,6.798882647,17.8,111.6,800,1042.760363
10,10,700,70,40,70,400,9.075476846,43.6,111.6,2450,357.8298583
10,20,700,70,40,70,400,9.075476846,10.9,111.6,2450,715.6597165
10,40,700,70,40,70,400,9.075476846,14.1,111.6,2450,1431.319433
20,10,700,70,40,70,400,9.075476846,20.5,111.6,2450,357.8298583
20,20,700,70,40,70,400,9.075476846,18.6,111.6,2450,715.6597165
20,40,700,70,40,70,400,9.075476846,21.8,111.6,2450,1431.319433
40,10,700,70,40,70,400,9.075476846,28.2,111.6,2450,357.8298583
40,20,700,70,40,70,400,9.075476846,34,111.6,2450,715.6597165
40,40,700,70,40,70,400,9.075476846,37.2,111.6,2450,1431.319433
10,10,1000,70,40,70,400,7.249448021,22.6,111.6,5000,460.3297111
10,20,1000,70,40,70,400,7.249448021,26.4,111.6,5000,920.6594222
10,40,1000,70,40,70,400,7.249448021,34,111.6,5000,1841.318844
20,10,1000,70,40,70,400,7.249448021,41.4,111.6,5000,460.3297111
20,20,1000,70,40,70,400,7.249448021,45.2,111.6,5000,920.6594222
20,40,1000,70,40,70,400,7.249448021,52.8,111.6,5000,1841.318844
40,10,1000,70,40,70,400,7.249448021,13.2,111.6,5000,460.3297111
40,20,1000,70,40,70,400,7.249448021,17,111.6,5000,920.6594222
40,40,1000,70,40,70,400,7.249448021,24.6,111.6,5000,1841.318844
10,10,1300,70,40,70,400,6.677178071,96,111.6,8450,483.4141781
10,20,1300,70,40,70,400,6.677178071,108.8,111.6,8450,966.8283562
10,40,1300,70,40,70,400,6.677178071,27.2,111.6,8450,1933.656712
20,10,1300,70,40,70,400,6.677178071,33.6,111.6,8450,483.4141781
20,20,1300,70,40,70,400,6.677178071,46.4,111.6,8450,966.8283562
20,40,1300,70,40,70,400,6.677178071,48,111.6,8450,1933.656712
40,10,1300,70,40,70,400,6.677178071,54.4,111.6,8450,483.4141781
40,20,1300,70,40,70,400,6.677178071,67.2,111.6,8450,966.8283562
40,40,1300,70,40,70,400,6.677178071,89.6,111.6,8450,1933.656712
10,10,400,70,70,40,400,8.388677972,17.7,109.44,800,256.6329128
10,20,400,70,70,40,400,8.388677972,17.2,109.44,800,513.2658256
10,40,400,70,70,40,400,8.388677972,19.8,109.44,800,1026.531651
20,10,400,70,70,40,400,8.388677972,25,109.44,800,256.6329128
20,20,400,70,70,40,400,8.388677972,31.8,109.44,800,513.2658256
20,40,400,70,70,40,400,8.388677972,34.4,109.44,800,1026.531651
40,10,400,70,70,40,400,8.388677972,39.6,109.44,800,256.6329128
40,20,400,70,70,40,400,8.388677972,9.9,109.44,800,513.2658256
40,40,400,70,70,40,400,8.388677972,12.5,109.44,800,1026.531651
10,10,700,70,70,40,400,10.3951367,32.8,109.44,2450,361.6085183
10,20,700,70,70,40,400,10.3951367,36,109.44,2450,723.2170366
10,40,700,70,70,40,400,10.3951367,42.4,109.44,2450,1446.434073
20,10,700,70,70,40,400,10.3951367,10.6,109.44,2450,361.6085183
20,20,700,70,70,40,400,10.3951367,13.8,109.44,2450,723.2170366
20,40,700,70,70,40,400,10.3951367,20.2,109.44,2450,1446.434073
40,10,700,70,70,40,400,10.3951367,18,109.44,2450,361.6085183
40,20,700,70,70,40,400,10.3951367,21.2,109.44,2450,723.2170366
40,40,700,70,70,40,400,10.3951367,27.6,109.44,2450,1446.434073
10,10,1000,70,70,40,400,8.715289714,16.7,109.44,5000,457.2970572
10,20,1000,70,70,40,400,8.715289714,24.3,109.44,5000,914.5941145
10,40,1000,70,70,40,400,8.715289714,22,109.44,5000,1829.188229
20,10,1000,70,70,40,400,8.715289714,25.8,109.44,5000,457.2970572
20,20,1000,70,70,40,400,8.715289714,33.4,109.44,5000,914.5941145
20,40,1000,70,70,40,400,8.715289714,40.2,109.44,5000,1829.188229
40,10,1000,70,70,40,400,8.715289714,44,109.44,5000,457.2970572
40,20,1000,70,70,40,400,8.715289714,51.6,109.44,5000,914.5941145
40,40,1000,70,70,40,400,8.715289714,12.9,109.44,5000,1829.188229
10,10,1300,70,70,40,400,8.185932043,60.4,109.44,8450,479.6805015
10,20,1300,70,70,40,400,8.185932043,71.8,109.44,8450,959.361003
10,40,1300,70,70,40,400,8.185932043,78.8,109.44,8450,1918.722006
20,10,1300,70,70,40,400,8.185932043,92.8,109.44,8450,479.6805015
20,20,1300,70,70,40,400,8.185932043,23.2,109.44,8450,959.361003
20,40,1300,70,70,40,400,8.185932043,30.2,109.44,8450,1918.722006
40,10,1300,70,70,40,400,8.185932043,44.2,109.44,8450,479.6805015
40,20,1300,70,70,40,400,8.185932043,39.4,109.44,8450,959.361003
40,40,1300,70,70,40,400,8.185932043,46.4,109.44,8450,1918.722006
10,10,400,70,100,10,400,8.60049955,9.8,107.28,800,251.8566007
10,20,400,70,100,10,400,8.60049955,12.5,107.28,800,503.7132014
10,40,400,70,100,10,400,8.60049955,17.9,107.28,800,1007.426403
20,10,400,70,100,10,400,8.60049955,16.9,107.28,800,251.8566007
20,20,400,70,100,10,400,8.60049955,19.6,107.28,800,503.7132014
20,40,400,70,100,10,400,8.60049955,25,107.28,800,1007.426403
40,10,400,70,100,10,400,8.60049955,31.1,107.28,800,251.8566007
40,20,400,70,100,10,400,8.60049955,33.8,107.28,800,503.7132014
40,40,400,70,100,10,400,8.60049955,39.2,107.28,800,1007.426403
10,10,700,70,100,10,400,11.54398288,21,107.28,2450,357.9601317
10,20,700,70,100,10,400,11.54398288,27.6,107.28,2450,715.9202634
10,40,700,70,100,10,400,11.54398288,32.1,107.28,2450,1431.840527
20,10,700,70,100,10,400,11.54398288,35.4,107.28,2450,357.9601317
20,20,700,70,100,10,400,11.54398288,42,107.28,2450,715.9202634
20,40,700,70,100,10,400,11.54398288,10.5,107.28,2450,1431.840527
40,10,700,70,100,10,400,11.54398288,13.8,107.28,2450,357.9601317
40,20,700,70,100,10,400,11.54398288,20.4,107.28,2450,715.9202634
40,40,700,70,100,10,400,11.54398288,17.7,107.28,2450,1431.840527
10,10,1000,70,100,10,400,9.687637054,49.2,107.28,5000,450.5359984
10,20,1000,70,100,10,400,9.687637054,12.3,107.28,5000,901.0719969
10,40,1000,70,100,10,400,9.687637054,16,107.28,5000,1802.143994
20,10,1000,70,100,10,400,9.687637054,23.4,107.28,5000,450.5359984
20,20,1000,70,100,10,400,9.687637054,20.9,107.28,5000,901.0719969
20,40,1000,70,100,10,400,9.687637054,24.6,107.28,5000,1802.143994
40,10,1000,70,100,10,400,9.687637054,32,107.28,5000,450.5359984
40,20,1000,70,100,10,400,9.687637054,38.1,107.28,5000,901.0719969
40,40,1000,70,100,10,400,9.687637054,41.8,107.28,5000,1802.143994
10,10,1300,70,100,10,400,9.009290373,35.4,107.28,8450,471.5975032
10,20,1300,70,100,10,400,9.009290373,42.2,107.28,8450,943.1950064
10,40,1300,70,100,10,400,9.009290373,55.8,107.28,8450,1886.390013
20,10,1300,70,100,10,400,9.009290373,64,107.28,8450,471.5975032
20,20,1300,70,100,10,400,9.009290373,70.8,107.28,8450,943.1950064
20,40,1300,70,100,10,400,9.009290373,84.4,107.28,8450,1886.390013
40,10,1300,70,100,10,400,9.009290373,21.1,107.28,8450,471.5975032
40,20,1300,70,100,10,400,9.009290373,27.9,107.28,8450,943.1950064
40,40,1300,70,100,10,400,9.009290373,41.5,107.28,8450,1886.390013
10,10,400,40,10,10,700,1.393682796,53.2,131.04,800,255.4639058
10,20,400,40,10,10,700,1.393682796,58.4,131.04,800,510.9278117
10,40,400,40,10,10,700,1.393682796,14.6,131.04,800,1021.855623
20,10,400,40,10,10,700,1.393682796,17.2,131.04,800,255.4639058
20,20,400,40,10,10,700,1.393682796,22.4,131.04,800,510.9278117
20,40,400,40,10,10,700,1.393682796,26.6,131.04,800,1021.855623
40,10,400,40,10,10,700,1.393682796,29.2,131.04,800,255.4639058
40,20,400,40,10,10,700,1.393682796,34.4,131.04,800,510.9278117
40,40,400,40,10,10,700,1.393682796,50.6,131.04,800,1021.855623
10,10,700,40,10,10,700,1.266616815,24.5,131.04,2450,263.5264237
10,20,700,40,10,10,700,1.266616815,27.3,131.04,2450,527.0528474
10,40,700,40,10,10,700,1.266616815,30.4,131.04,2450,1054.105695
20,10,700,40,10,10,700,1.266616815,36.6,131.04,2450,263.5264237
20,20,700,40,10,10,700,1.266616815,51.5,131.04,2450,527.0528474
20,40,700,40,10,10,700,1.266616815,54.6,131.04,2450,1054.105695
40,10,700,40,10,10,700,1.266616815,60.8,131.04,2450,263.5264237
40,20,700,40,10,10,700,1.266616815,15.2,131.04,2450,527.0528474
40,40,700,40,10,10,700,1.266616815,18.3,131.04,2450,1054.105695
10,10,1000,40,10,10,700,1.719276995,61.4,131.04,5000,436.5452359
10,20,1000,40,10,10,700,1.719276995,65.2,131.04,5000,873.0904718
10,40,1000,40,10,10,700,1.719276995,72.8,131.04,5000,1746.180944
20,10,1000,40,10,10,700,1.719276995,18.2,131.04,5000,436.5452359
20,20,1000,40,10,10,700,1.719276995,22,131.04,5000,873.0904718
20,40,1000,40,10,10,700,1.719276995,29.6,131.04,5000,1746.180944
40,10,1000,40,10,10,700,1.719276995,32.6,131.04,5000,436.5452359
40,20,1000,40,10,10,700,1.719276995,36.4,131.04,5000,873.0904718
40,40,1000,40,10,10,700,1.719276995,44,131.04,5000,1746.180944
10,10,1300,40,10,10,700,1.326326685,42.6,131.04,8450,471.7756606
10,20,1300,40,10,10,700,1.326326685,56.6,131.04,8450,943.5513212
10,40,1300,40,10,10,700,1.326326685,64.2,131.04,8450,1887.102642
20,10,1300,40,10,10,700,1.326326685,71.2,131.04,8450,471.7756606
20,20,1300,40,10,10,700,1.326326685,85.2,131.04,8450,943.5513212
20,40,1300,40,10,10,700,1.326326685,121.4,131.04,8450,1887.102642
40,10,1300,40,10,10,700,1.326326685,128.4,131.04,8450,471.7756606
40,20,1300,40,10,10,700,1.326326685,142.4,131.04,8450,943.5513212
40,40,1300,40,10,10,700,1.326326685,35.6,131.04,8450,1887.102642
10,10,400,40,70,100,400,4.527987982,28.2,115.92,800,252.9386765
10,20,400,40,70,100,400,4.527987982,38.2,115.92,800,505.877353
10,40,400,40,70,100,400,4.527987982,40.8,115.92,800,1011.754706
20,10,400,40,70,100,400,4.527987982,46,115.92,800,252.9386765
20,20,400,40,70,100,400,4.527987982,11.5,115.92,800,505.877353
20,40,400,40,70,100,400,4.527987982,14.1,115.92,800,1011.754706
40,10,400,40,70,100,400,4.527987982,19.3,115.92,800,252.9386765
40,20,400,40,70,100,400,4.527987982,20.4,115.92,800,505.877353
40,40,400,40,70,100,400,4.527987982,23,115.92,800,1011.754706
10,10,700,40,70,100,400,6.715670243,12.2,115.92,2450,328.8465871
10,20,700,40,70,100,400,6.715670243,15.5,115.92,2450,657.6931742
10,40,700,40,70,100,400,6.715670243,22.1,115.92,2450,1315.386348
20,10,700,40,70,100,400,6.715670243,21.1,115.92,2450,328.8465871
20,20,700,40,70,100,400,6.715670243,24.4,115.92,2450,657.6931742
20,40,700,40,70,100,400,6.715670243,31,115.92,2450,1315.386348
40,10,700,40,70,100,400,6.715670243,38.9,115.92,2450,328.8465871
40,20,700,40,70,100,400,6.715670243,42.2,115.92,2450,657.6931742
40,40,700,40,70,100,400,6.715670243,48.8,115.92,2450,1315.386348
10,10,1000,40,70,100,400,5.386624011,28.4,115.92,5000,435.6340006
10,20,1000,40,70,100,400,5.386624011,35.8,115.92,5000,871.2680013
10,40,1000,40,70,100,400,5.386624011,45.7,115.92,5000,1742.536003
20,10,1000,40,70,100,400,5.386624011,49.4,115.92,5000,435.6340006
20,20,1000,40,70,100,400,5.386624011,56.8,115.92,5000,871.2680013
20,40,1000,40,70,100,400,5.386624011,14.2,115.92,5000,1742.536003
40,10,1000,40,70,100,400,5.386624011,17.9,115.92,5000,435.6340006
40,20,1000,40,70,100,400,5.386624011,25.3,115.92,5000,871.2680013
40,40,1000,40,70,100,400,5.386624011,24.7,115.92,5000,1742.536003
10,10,1300,40,70,100,400,4.816068208,114.4,115.92,8450,462.5987454
10,20,1300,40,70,100,400,4.816068208,28.6,115.92,8450,925.1974909
10,40,1300,40,70,100,400,4.816068208,36.3,115.92,8450,1850.394982
20,10,1300,40,70,100,400,4.816068208,51.7,115.92,8450,462.5987454
20,20,1300,40,70,100,400,4.816068208,49.5,115.92,8450,925.1974909
20,40,1300,40,70,100,400,4.816068208,57.2,115.92,8450,1850.394982
40,10,1300,40,70,100,400,4.816068208,72.6,115.92,8450,462.5987454
40,20,1300,40,70,100,400,4.816068208,91.3,115.92,8450,925.1974909
40,40,1300,40,70,100,400,4.816068208,99,115.92,8450,1850.394982
10,10,400,40,100,70,400,6.090679659,19.4,113.76,800,252.0754975
10,20,400,40,100,70,400,6.090679659,22,113.76,800,504.1509951
10,40,400,40,100,70,400,6.090679659,27.2,113.76,800,1008.30199
20,10,400,40,100,70,400,6.090679659,36.2,113.76,800,252.0754975
20,20,400,40,100,70,400,6.090679659,38.8,113.76,800,504.1509951
20,40,400,40,100,70,400,6.090679659,44,113.76,800,1008.30199
40,10,400,40,100,70,400,6.090679659,11,113.76,800,252.0754975
40,20,400,40,100,70,400,6.090679659,13.6,113.76,800,504.1509951
40,40,400,40,100,70,400,6.090679659,18.8,113.76,800,1008.30199
10,10,700,40,100,70,400,8.482753453,41,113.76,2450,336.7233357
10,20,700,40,100,70,400,8.482753453,47.2,113.76,2450,673.4466714
10,40,700,40,100,70,400,8.482753453,11.8,113.76,2450,1346.893343
20,10,700,40,100,70,400,8.482753453,14.9,113.76,2450,336.7233357
20,20,700,40,100,70,400,8.482753453,21.1,113.76,2450,673.4466714
20,40,700,40,100,70,400,8.482753453,20.5,113.76,2450,1346.893343
40,10,700,40,100,70,400,8.482753453,23.6,113.76,2450,336.7233357
40,20,700,40,100,70,400,8.482753453,29.8,113.76,2450,673.4466714
40,40,700,40,100,70,400,8.482753453,37.9,113.76,2450,1346.893343
10,10,1000,40,100,70,400,7.033345006,25.6,113.76,5000,437.0492104
10,20,1000,40,100,70,400,7.033345006,24.6,113.76,5000,874.0984209
10,40,1000,40,100,70,400,7.033345006,28.4,113.76,5000,1748.196842
20,10,1000,40,100,70,400,7.033345006,36,113.76,5000,437.0492104
20,20,1000,40,100,70,400,7.033345006,45.4,113.76,5000,874.0984209
20,40,1000,40,100,70,400,7.033345006,49.2,113.76,5000,1748.196842
40,10,1000,40,100,70,400,7.033345006,56.8,113.76,5000,437.0492104
40,20,1000,40,100,70,400,7.033345006,14.2,113.76,5000,874.0984209
40,40,1000,40,100,70,400,7.033345006,18,113.76,5000,1748.196842
10,10,1300,40,100,70,400,6.401810759,97.7,113.76,8450,462.8768364
10,20,1300,40,100,70,400,6.401810759,104.6,113.76,8450,925.7536727
10,40,1300,40,100,70,400,6.401810759,118.4,113.76,8450,1851.507345
20,10,1300,40,100,70,400,6.401810759,29.6,113.76,8450,462.8768364
20,20,1300,40,100,70,400,6.401810759,36.5,113.76,8450,925.7536727
20,40,1300,40,100,70,400,6.401810759,50.3,113.76,8450,1851.507345
40,10,1300,40,100,70,400,6.401810759,52.3,113.76,8450,462.8768364
40,20,1300,40,100,70,400,6.401810759,59.2,113.76,8450,925.7536727
40,40,1300,40,100,70,400,6.401810759,73,113.76,8450,1851.507345
10,10,400,100,10,70,400,6.50363502,13.2,113.76,800,263.0654874
10,20,400,100,10,70,400,6.50363502,18.4,113.76,800,526.1309748
10,40,400,100,10,70,400,6.50363502,18.6,113.76,800,1052.26195
20,10,400,100,10,70,400,6.50363502,21.2,113.76,800,263.0654874
20,20,400,100,10,70,400,6.50363502,26.4,113.76,800,526.1309748
20,40,400,100,10,70,400,6.50363502,34.6,113.76,800,1052.26195
40,10,400,100,10,70,400,6.50363502,37.2,113.76,800,263.0654874
40,20,400,100,10,70,400,6.50363502,42.4,113.76,800,526.1309748
40,40,400,100,10,70,400,6.50363502,10.6,113.76,800,1052.26195
10,10,700,100,10,70,400,8.558818618,30,113.76,2450,367.4660872
10,20,700,100,10,70,400,8.558818618,36.9,113.76,2450,734.9321743
10,40,700,100,10,70,400,8.558818618,40.2,113.76,2450,1469.864349
20,10,700,100,10,70,400,8.558818618,46.8,113.76,2450,367.4660872
20,20,700,100,10,70,400,8.558818618,11.7,113.76,2450,734.9321743
20,40,700,100,10,70,400,8.558818618,15,113.76,2450,1469.864349
40,10,700,100,10,70,400,8.558818618,21.6,113.76,2450,367.4660872
40,20,700,100,10,70,400,8.558818618,20.1,113.76,2450,734.9321743
40,40,700,100,10,70,400,8.558818618,23.4,113.76,2450,1469.864349
10,10,1000,100,10,70,400,7.164682185,13.5,113.76,5000,462.7337486
10,20,1000,100,10,70,400,7.164682185,17.4,113.76,5000,925.4674972
10,40,1000,100,10,70,400,7.164682185,25.2,113.76,5000,1850.934994
20,10,1000,100,10,70,400,7.164682185,23.1,113.76,5000,462.7337486
20,20,1000,100,10,70,400,7.164682185,27,113.76,5000,925.4674972
20,40,1000,100,10,70,400,7.164682185,34.8,113.76,5000,1850.934994
40,10,1000,100,10,70,400,7.164682185,42.3,113.76,5000,462.7337486
40,20,1000,100,10,70,400,7.164682185,46.2,113.76,5000,925.4674972
40,40,1000,100,10,70,400,7.164682185,54,113.76,5000,1850.934994
10,10,1300,100,10,70,400,6.876578218,55.6,113.76,8450,486.3963094
10,20,1300,100,10,70,400,6.876578218,69.2,113.76,8450,972.7926187
10,40,1300,100,10,70,400,6.876578218,90.8,113.76,8450,1945.585237
20,10,1300,100,10,70,400,6.876578218,97.6,113.76,8450,486.3963094
20,20,1300,100,10,70,400,6.876578218,111.2,113.76,8450,972.7926187
20,40,1300,100,10,70,400,6.876578218,27.8,113.76,8450,1945.585237
40,10,1300,100,10,70,400,6.876578218,34.6,113.76,8450,486.3963094
40,20,1300,100,10,70,400,6.876578218,48.2,113.76,8450,972.7926187
40,40,1300,100,10,70,400,6.876578218,48.8,113.76,8450,1945.585237
10,10,400,100,40,40,400,8.134460705,41.2,111.6,800,258.4694266
10,20,400,100,40,40,400,8.134460705,10.3,111.6,800,516.9388533
10,40,400,100,40,40,400,8.134460705,12.9,111.6,800,1033.877707
20,10,400,100,40,40,400,8.134460705,18.1,111.6,800,258.4694266
20,20,400,100,40,40,400,8.134460705,18,111.6,800,516.9388533
20,40,400,100,40,40,400,8.134460705,20.6,111.6,800,1033.877707
40,10,400,100,40,40,400,8.134460705,25.8,111.6,800,258.4694266
40,20,400,100,40,40,400,8.134460705,33.4,111.6,800,516.9388533
40,40,400,100,40,40,400,8.134460705,36,111.6,800,1033.877707
10,10,700,100,40,40,400,10.22807456,19,111.6,2450,374.6150564
10,20,700,100,40,40,400,10.22807456,22.2,111.6,2450,749.2301128
10,40,700,100,40,40,400,10.22807456,28.6,111.6,2450,1498.460226
20,10,700,100,40,40,400,10.22807456,34.8,111.6,2450,374.6150564
20,20,700,100,40,40,400,10.22807456,38,111.6,2450,749.2301128
20,40,700,100,40,40,400,10.22807456,44.4,111.6,2450,1498.460226
40,10,700,100,40,40,400,10.22807456,11.1,111.6,2450,374.6150564
40,20,700,100,40,40,400,10.22807456,14.3,111.6,2450,749.2301128
40,40,700,100,40,40,400,10.22807456,20.7,111.6,2450,1498.460226
10,10,1000,100,40,40,400,8.326890353,45.6,111.6,5000,463.7939465
10,20,1000,100,40,40,400,8.326890353,53.2,111.6,5000,927.5878929
10,40,1000,100,40,40,400,8.326890353,13.3,111.6,5000,1855.175786
20,10,1000,100,40,40,400,8.326890353,17.1,111.6,5000,463.7939465
20,20,1000,100,40,40,400,8.326890353,24.7,111.6,5000,927.5878929
20,40,1000,100,40,40,400,8.326890353,22.8,111.6,5000,1855.175786
40,10,1000,100,40,40,400,8.326890353,26.6,111.6,5000,463.7939465
40,20,1000,100,40,40,400,8.326890353,34.2,111.6,5000,927.5878929
40,40,1000,100,40,40,400,8.326890353,41.8,111.6,5000,1855.175786
10,10,1300,100,40,40,400,8.222257149,49.8,111.6,8450,485.724017
10,20,1300,100,40,40,400,8.222257149,49.9,111.6,8450,971.448034
10,40,1300,100,40,40,400,8.222257149,57,111.6,8450,1942.896068
20,10,1300,100,40,40,400,8.222257149,71.2,111.6,8450,485.724017
20,20,1300,100,40,40,400,8.222257149,92.7,111.6,8450,971.448034
20,40,1300,100,40,40,400,8.222257149,99.8,111.6,8450,1942.896068
40,10,1300,100,40,40,400,8.222257149,114,111.6,8450,485.724017
40,20,1300,100,40,40,400,8.222257149,28.5,111.6,8450,971.448034
40,40,1300,100,40,40,400,8.222257149,35.6,111.6,8450,1942.896068
10,10,400,100,70,10,400,9.438522784,31.8,109.44,800,254.7574889
10,20,400,100,70,10,400,9.438522784,34.4,109.44,800,509.5149778
10,40,400,100,70,10,400,9.438522784,39.6,109.44,800,1019.029956
20,10,400,100,70,10,400,9.438522784,9.9,109.44,800,254.7574889
20,20,400,100,70,10,400,9.438522784,12.5,109.44,800,509.5149778
20,40,400,100,70,10,400,9.438522784,17.7,109.44,800,1019.029956
40,10,400,100,70,10,400,9.438522784,17.2,109.44,800,254.7574889
40,20,400,100,70,10,400,9.438522784,19.8,109.44,800,509.5149778
40,40,400,100,70,10,400,9.438522784,25,109.44,800,1019.029956
10,10,700,100,70,10,400,11.10958957,13.7,109.44,2450,374.5194773
10,20,700,100,70,10,400,11.10958957,19.9,109.44,2450,749.0389545
10,40,700,100,70,10,400,11.10958957,18.1,109.44,2450,1498.077909
20,10,700,100,70,10,400,11.10958957,21.2,109.44,2450,374.5194773
20,20,700,100,70,10,400,11.10958957,27.4,109.44,2450,749.0389545
20,40,700,100,70,10,400,11.10958957,33.1,109.44,2450,1498.077909
40,10,700,100,70,10,400,11.10958957,36.2,109.44,2450,374.5194773
40,20,700,100,70,10,400,11.10958957,42.4,109.44,2450,749.0389545
40,40,700,100,70,10,400,11.10958957,10.6,109.44,2450,1498.077909
10,10,1000,100,70,10,400,9.51534436,32.6,109.44,5000,458.8253842
10,20,1000,100,70,10,400,9.51534436,39.3,109.44,5000,917.6507684
10,40,1000,100,70,10,400,9.51534436,43,109.44,5000,1835.301537
20,10,1000,100,70,10,400,9.51534436,50.4,109.44,5000,458.8253842
20,20,1000,100,70,10,400,9.51534436,12.6,109.44,5000,917.6507684
20,40,1000,100,70,10,400,9.51534436,16.3,109.44,5000,1835.301537
40,10,1000,100,70,10,400,9.51534436,23.7,109.44,5000,458.8253842
40,20,1000,100,70,10,400,9.51534436,21.5,109.44,5000,917.6507684
40,40,1000,100,70,10,400,9.51534436,25.2,109.44,5000,1835.301537
10,10,1300,100,70,10,400,8.865424114,26.2,109.44,8450,480.2818584
10,20,1300,100,70,10,400,8.865424114,33.5,109.44,8450,960.5637168
10,40,1300,100,70,10,400,8.865424114,48.1,109.44,8450,1921.127434
20,10,1300,100,70,10,400,8.865424114,45.1,109.44,8450,480.2818584
20,20,1300,100,70,10,400,8.865424114,52.4,109.44,8450,960.5637168
20,40,1300,100,70,10,400,8.865424114,67,109.44,8450,1921.127434
40,10,1300,100,70,10,400,8.865424114,82.9,109.44,8450,480.2818584
40,20,1300,100,70,10,400,8.865424114,90.2,109.44,8450,960.5637168
40,40,1300,100,70,10,400,8.865424114,104.8,109.44,8450,1921.127434
10,10,500,20,20,20,300,17.65205468,6.802720129,60.12,1250,252.3244031
10,20,500,20,20,20,300,17.65205468,10.81862811,60.12,1250,504.6488063
10,40,500,20,20,20,300,17.65205468,19.00408891,60.12,1250,1009.297613
20,10,500,20,20,20,300,17.65205468,10.0145894,60.12,1250,252.3244031
20,20,500,20,20,20,300,17.65205468,13.60544026,60.12,1250,504.6488063
20,40,500,20,20,20,300,17.65205468,21.63725623,60.12,1250,1009.297613
40,10,500,20,20,20,300,17.65205468,16.43832794,60.12,1250,252.3244031
40,20,500,20,20,20,300,17.65205468,20.0291788,60.12,1250,504.6488063
40,40,500,20,20,20,300,17.65205468,27.21088052,60.12,1250,1009.297613
10,10,600,20,20,20,300,17.48569531,13.72641897,60.12,1800,283.5564562
10,20,600,20,20,20,300,17.48569531,21.91302153,60.12,1800,567.1129125
10,40,600,20,20,20,300,17.48569531,16.11169052,60.12,1800,1134.225825
20,10,600,20,20,20,300,17.48569531,19.89207299,60.12,1800,283.5564562
20,20,600,20,20,20,300,17.48569531,27.45283793,60.12,1800,567.1129125
20,40,600,20,20,20,300,17.48569531,6.863209483,60.12,1800,1134.225825
40,10,600,20,20,20,300,17.48569531,10.95651076,60.12,1800,283.5564562
40,20,600,20,20,20,300,17.48569531,19.1681289,60.12,1800,567.1129125
40,40,600,20,20,20,300,17.48569531,9.946036494,60.12,1800,1134.225825
10,10,700,20,20,20,300,17.16976236,28.2058943,60.12,2450,302.2977431
10,20,700,20,20,20,300,17.16976236,7.051473574,60.12,2450,604.5954862
10,40,700,20,20,20,300,17.16976236,11.24552837,60.12,2450,1209.190972
20,10,700,20,20,20,300,17.16976236,19.63363795,60.12,2450,302.2977431
20,20,700,20,20,20,300,17.16976236,10.20905906,60.12,2450,604.5954862
20,40,700,20,20,20,300,17.16976236,14.10294715,60.12,2450,1209.190972
40,10,700,20,20,20,300,17.16976236,22.49105673,60.12,2450,302.2977431
40,20,700,20,20,20,300,17.16976236,16.7415433,60.12,2450,604.5954862
40,40,700,20,20,20,300,17.16976236,20.41811811,60.12,2450,1209.190972
10,10,500,20,20,40,300,16.99564052,9.718970327,64.44,1250,261.3016897
10,20,500,20,20,40,300,16.99564052,12.90261183,64.44,1250,522.6033794
10,40,500,20,20,40,300,16.99564052,19.26989484,64.44,1250,1045.206759
20,10,500,20,20,40,300,16.99564052,16.25429915,64.44,1250,261.3016897
20,20,500,20,20,40,300,16.99564052,19.43794065,64.44,1250,522.6033794
20,40,500,20,20,40,300,16.99564052,25.80522366,64.44,1250,1045.206759
40,10,500,20,20,40,300,16.99564052,6.451305915,64.44,1250,261.3016897
40,20,500,20,20,40,300,16.99564052,9.634947418,64.44,1250,522.6033794
40,40,500,20,20,40,300,16.99564052,16.00223042,64.44,1250,1045.206759
10,10,600,20,20,40,300,17.7638302,19.71047037,64.44,1800,300.725117
10,20,600,20,20,40,300,17.7638302,26.17972264,64.44,1800,601.4502341
10,40,600,20,20,40,300,17.7638302,6.544930661,64.44,1800,1202.900468
20,10,600,20,20,40,300,17.7638302,9.779556796,64.44,1800,300.725117
20,20,600,20,20,40,300,17.7638302,16.24880907,64.44,1800,601.4502341
20,40,600,20,20,40,300,17.7638302,9.855235187,64.44,1800,1202.900468
40,10,600,20,20,40,300,17.7638302,13.08986132,64.44,1800,300.725117
40,20,600,20,20,40,300,17.7638302,19.55911359,64.44,1800,601.4502341
40,40,600,20,20,40,300,17.7638302,16.47584424,64.44,1800,1202.900468
10,10,700,20,20,40,300,17.14381885,17.48118378,64.44,2450,323.7629331
10,20,700,20,20,40,300,17.14381885,10.24004449,64.44,2450,647.5258663
10,40,700,20,20,40,300,17.14381885,13.77180493,64.44,2450,1295.051733
20,10,700,20,20,40,300,17.14381885,20.8353258,64.44,2450,323.7629331
20,20,700,20,20,40,300,17.14381885,16.94832853,64.44,2450,647.5258663
20,40,700,20,20,40,300,17.14381885,20.48008897,64.44,2450,1295.051733
40,10,700,20,20,40,300,17.14381885,27.54360985,64.44,2450,323.7629331
40,20,700,20,20,40,300,17.14381885,6.885902463,64.44,2450,647.5258663
40,40,700,20,20,40,300,17.14381885,10.4176629,64.44,2450,1295.051733
